Date,ID,replicate,Precursor.Ion.Name,MassFeature_Column,QC_area,ID_rep,PresAbs,LogArea,CultureID_short,Org_Name,Org_Type,Org_Type_Specific,BioVol_perFilter_uL,Species,biovolArea,LogBioArea
161114,7803,B,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,154853664,7803_B,1,8.189921485677024,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,70237338.07467616,7.846568043880594
161114,7803,F,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,113676744,7803_F,1,8.055671625764909,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,51924260.03069502,7.715370316148383
161114,8102,A,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,87079784,8102_A,1,7.939917343109934,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,122994045.19774012,8.089884085420165
161114,8102,F,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,69232008,8102_F,1,7.840306928038894,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,91717460.65391342,7.962452022079929
161114,8501,B,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,130279088,8501_B,1,8.114874709687479,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,35103754.03704081,7.54535356291575
161114,8501,C,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,198849632,8501_C,1,8.298524791598,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,37160988.5276896,7.570087258239005
161114,8501,D,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,138260528,8501_D,1,8.140698211066946,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,39328517.80540969,7.594707579233001
161114,MED4,D,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,95297216,MED4_D,1,7.9790802134032965,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,243799634.10208556,8.387033049487595
161114,MED4,E,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,107785568,MED4_E,1,8.03256061467674,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,311069945.9995405,8.492858053805389
161114,MED4,F,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,121648112,MED4_F,1,8.085105372992734,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,307914762.88944876,8.488430511533029
170821,1314P,A,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,5077825,1314P_A,1,6.705677729455395,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,15942935.635792779,7.202568292784026
170821,1314P,B,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,5365894,1314P_B,1,6.729642089195075,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,15393579.666073784,7.187339623629398
170821,1314P,C,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,5682315,1314P_C,1,6.75452530523519,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,17924718.463139962,7.25345234309214
170821,As9601,A,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,10065073,As9601_A,1,7.002816929088778,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,22240487.647250988,7.347144305400507
170821,As9601,B,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,10692255,As9601_B,1,7.029069307713782,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,21933450.66478617,7.341106962128316
170821,As9601,C,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,10999290,As9601_C,1,7.0413646525187845,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,23548819.360146567,7.3719691382918064
170821,Nat,A,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,1601819,Nat_A,1,6.204613440748073,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,25470861.889523093,7.406043640979742
170821,Nat,B,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,1899368,Nat_B,1,6.278609116862268,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,34911644.15035383,7.542970302226152
170821,Nat,C,I317.0553R12.1_HILICNeg,I317.0553R12.1_HILICNeg_X_HILICNeg,1879575,Nat_C,1,6.274059659890894,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,34220451.53244701,7.534285735677215
161114,7803,B,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,25184440,7803_B,1,7.401132298349824,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,11422965.274501977,7.057778856553393
161114,7803,F,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,36212196,7803_F,1,7.558854862341562,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,16540687.34926551,7.2185535527250355
161114,8102,A,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,1031540928,8102_A,1,9.013486463963973,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,1456978711.8644068,9.163453206274204
161114,8102,F,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,929393408,8102_F,1,8.968199587790604,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,1231245572.571671,9.090344681831638
161114,8501,B,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,NA,8501_B,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,NA,0
161114,8501,C,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,NA,8501_C,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,NA,0
161114,8501,D,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,NA,8501_D,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,NA,0
161114,MED4,D,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,2972407808,MED4_D,1,9.473108393451273,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,7604334800.216851,9.881061229535572
161114,MED4,E,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,3491187456,MED4_E,1,9.542973168470642,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,10075592804.893816,10.00327060759929
161114,MED4,F,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,3494773504,MED4_F,1,9.54341903440203,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,8845943740.059755,9.946744172942324
170821,1314P,A,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,163862560,1314P_A,1,8.214479735493406,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,514482135.0078493,8.711370298822036
170821,1314P,B,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,169990208,1314P_B,1,8.230423905295646,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,487664834.4712835,8.688121439729969
170821,1314P,C,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,170126432,1314P_C,1,8.230771793800404,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,536659512.31822336,8.729698831657354
170821,As9601,A,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,1196442624,As9601_A,1,9.077891876641338,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,2643743110.42916,9.422219252953067
170821,As9601,B,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,1173396864,As9601_B,1,9.069444923194004,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,2407035955.161826,9.381482577608537
170821,As9601,C,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,1151915904,As9601_C,1,9.061420774432781,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,2466182775.55878,9.392025260205802
170821,Nat,A,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,345552768,Nat_A,1,8.538514376171465,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,5494707472.735943,9.739944576403134
170821,Nat,B,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,374061696,Nat_B,1,8.57294323862448,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,6875502178.108629,9.837304423988364
170821,Nat,C,I267.0726R11.17_HILICNeg,I267.0726R11.17_HILICNeg_X_HILICNeg,410189152,Nat_C,1,8.612984170686573,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,7468102094.969097,9.873210246472894
161114,7803,B,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,7803_B,0,0,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,NA,0
161114,7803,F,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,7803_F,0,0,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,NA,0
161114,8102,A,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,8102_A,0,0,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,NA,0
161114,8102,F,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,8102_F,0,0,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,NA,0
161114,8501,B,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,8501_B,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,NA,0
161114,8501,C,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,8501_C,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,NA,0
161114,8501,D,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,8501_D,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,NA,0
161114,MED4,D,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,MED4_D,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,NA,0
161114,MED4,E,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,MED4_E,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,NA,0
161114,MED4,F,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,MED4_F,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,NA,0
170821,1314P,A,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,1314P_A,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,NA,0
170821,1314P,B,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,1314P_B,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,NA,0
170821,1314P,C,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,1314P_C,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,NA,0
170821,As9601,A,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,As9601_A,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,NA,0
170821,As9601,B,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,As9601_B,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,NA,0
170821,As9601,C,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,As9601_C,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,NA,0
170821,Nat,A,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,Nat_A,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,NA,0
170821,Nat,B,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,Nat_B,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,NA,0
170821,Nat,C,I244.0828R9.94_HILICNeg,I244.0828R9.94_HILICNeg_X_HILICNeg,NA,Nat_C,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,NA,0
161114,7803,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,7803_B,0,0,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,NA,0
161114,7803,F,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,7803_F,0,0,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,NA,0
161114,8102,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,8102_A,0,0,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,NA,0
161114,8102,F,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,8102_F,0,0,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,NA,0
161114,8501,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,8501_B,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,NA,0
161114,8501,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,8501_C,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,NA,0
161114,8501,D,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,8501_D,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,NA,0
161114,MED4,D,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,MED4_D,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,NA,0
161114,MED4,E,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,MED4_E,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,NA,0
