Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 0.2. Blank can be this fraction of a sample: 5. S/N ratio: 10. Parts per million flexibility: 4. Processed on: 2020-06-02 14:53:16. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"21","161118_Smp_7803_F","I166.0864R1.12_CyanoAq",1.12,86636080,601099,"41457084",-1.8,NA,NA,NA,1.135,NA,191297,NA,"",86636080
"22","161118_Smp_8102_A","I166.0864R1.12_CyanoAq",1.13,41470696,216200,"16600813",-1.7,NA,NA,NA,1.135,NA,191297,NA,"",41470696
"23","161118_Smp_8102_F","I166.0864R1.12_CyanoAq",1.13,36259188,390480,"14500502",-1.4,NA,NA,NA,1.135,NA,191297,NA,"",36259188
"24","161118_Smp_8501_B","I166.0864R1.12_CyanoAq",1.13,22464144,77228,"8687564",-1.4,NA,NA,NA,1.135,NA,401305,NA,"",22464144
"25","161118_Smp_8501_C","I166.0864R1.12_CyanoAq",1.13,62628564,232987,"26019484",-1.9,NA,NA,NA,1.135,NA,401305,NA,"",62628564
"26","161118_Smp_8501_D","I166.0864R1.12_CyanoAq",1.13,37170216,556616,"14987563",-1.5,NA,NA,NA,1.135,NA,401305,NA,"",37170216
"27","161118_Smp_MED4_D","I166.0864R1.12_CyanoAq",1.13,15775251,142451,"4665710",-1.1,NA,NA,NA,1.135,NA,191297,NA,"",15775251
"28","161118_Smp_MED4_E","I166.0864R1.12_CyanoAq",1.13,21593264,126167,"8471290",-1.4,NA,NA,NA,1.135,NA,191297,NA,"",21593264
"29","161118_Smp_MED4_F","I166.0864R1.12_CyanoAq",1.13,19081300,196570,"7857036",-2.1,NA,NA,NA,1.135,NA,191297,NA,"",19081300
"30","170828_Smp_1314P_A","I166.0864R1.12_CyanoAq",1.12,1755595,17997,"805039",-1.1,NA,NA,NA,1.135,NA,143388,NA,"",1755595
"31","170828_Smp_1314P_B","I166.0864R1.12_CyanoAq",1.13,1526318,2547,"778067",-0.7,NA,NA,NA,1.135,NA,143388,NA,"",1526318
"32","170828_Smp_1314P_C","I166.0864R1.12_CyanoAq",1.12,1509772,10559,"692597",-1,NA,NA,NA,1.135,NA,143388,NA,"",1509772
"33","170828_Smp_As9601_A","I166.0864R1.12_CyanoAq",1.12,1525418,0,"714283",-0.9,NA,NA,NA,1.135,NA,269158,NA,"",1525418
"34","170828_Smp_As9601_B","I166.0864R1.12_CyanoAq",1.12,1448807,1536,"698274",-0.9,NA,NA,NA,1.135,NA,269158,NA,"",1448807
"35","170828_Smp_As9601_C","I166.0864R1.12_CyanoAq",1.12,1343834,5854,"625728",-1.4,NA,NA,NA,1.135,NA,269158,"BlankFlag","BlankFlag",NA
"36","170828_Smp_Nat_A","I166.0864R1.12_CyanoAq",1.12,2605935,0,"1275068",-1,NA,NA,NA,1.135,NA,114748,NA,"",2605935
"37","170828_Smp_Nat_B","I166.0864R1.12_CyanoAq",1.12,2583114,51534,"1237386",-1.4,NA,NA,NA,1.135,NA,114748,NA,"",2583114
"38","170828_Smp_Nat_C","I166.0864R1.12_CyanoAq",1.12,2807734,6673,"1354484",-1.4,NA,NA,NA,1.135,NA,114748,NA,"",2807734
"39","161118_Smp_7803_B","I136.0619R0.89_CyanoAq",0.9,59645468,1730948,"39114136",-1.3,NA,NA,NA,0.915,NA,520324,NA,"",59645468
"40","161118_Smp_7803_F","I136.0619R0.89_CyanoAq",0.88,29099892,1429146,"19266326",-1.4,NA,NA,NA,0.915,NA,520324,NA,"",29099892
"41","161118_Smp_8102_A","I136.0619R0.89_CyanoAq",0.9,23845098,1162910,"16956910",-1.4,NA,NA,NA,0.915,NA,520324,NA,"",23845098
"42","161118_Smp_8102_F","I136.0619R0.89_CyanoAq",0.9,29769258,918986,"19364336",-1.3,NA,NA,NA,0.915,NA,520324,NA,"",29769258
"43","161118_Smp_8501_B","I136.0619R0.89_CyanoAq",0.9,27374532,912742,"17530092",-1.2,NA,NA,NA,0.915,NA,1002931,NA,"",27374532
"44","161118_Smp_8501_C","I136.0619R0.89_CyanoAq",0.9,29066728,1081031,"18242942",-1.6,NA,NA,NA,0.915,NA,1002931,NA,"",29066728
"45","161118_Smp_8501_D","I136.0619R0.89_CyanoAq",0.9,30741108,798440,"19866702",-1.3,NA,NA,NA,0.915,NA,1002931,NA,"",30741108
"46","161118_Smp_MED4_D","I136.0619R0.89_CyanoAq",0.9,23357354,941134,"11666681",-1.1,NA,NA,NA,0.915,NA,520324,NA,"",23357354
"47","161118_Smp_MED4_E","I136.0619R0.89_CyanoAq",0.9,16769735,658862,"12152204",-1.1,NA,NA,NA,0.915,NA,520324,NA,"",16769735
"48","161118_Smp_MED4_F","I136.0619R0.89_CyanoAq",0.9,20206370,831693,"14615399",-1.8,NA,NA,NA,0.915,NA,520324,NA,"",20206370
"49","170828_Smp_1314P_A","I136.0619R0.89_CyanoAq",0.88,10122713,88073,"8068602",-1.2,NA,NA,NA,0.915,NA,817962,NA,"",10122713
"50","170828_Smp_1314P_B","I136.0619R0.89_CyanoAq",0.89,6255849,106385,"5019913",-1,NA,NA,NA,0.915,NA,817962,NA,"",6255849
"51","170828_Smp_1314P_C","I136.0619R0.89_CyanoAq",0.88,11881803,112442,"9466718",-1.1,NA,NA,NA,0.915,NA,817962,NA,"",11881803
"52","170828_Smp_As9601_A","I136.0619R0.89_CyanoAq",0.88,11022753,115825,"8439788",-1,NA,NA,NA,0.915,NA,805471,NA,"",11022753
"53","170828_Smp_As9601_B","I136.0619R0.89_CyanoAq",0.89,15566316,151558,"11655343",-1,NA,NA,NA,0.915,NA,805471,NA,"",15566316
"54","170828_Smp_As9601_C","I136.0619R0.89_CyanoAq",0.88,8687038,117970,"6751975",-1.3,NA,NA,NA,0.915,NA,805471,NA,"",8687038
"55","170828_Smp_Nat_A","I136.0619R0.89_CyanoAq",0.89,6555850,74760,"4984509",-0.8,NA,NA,NA,0.915,NA,793597,NA,"",6555850
"56","170828_Smp_Nat_B","I136.0619R0.89_CyanoAq",0.89,5762352,53457,"4536528",-1.3,NA,NA,NA,0.915,NA,793597,NA,"",5762352
"57","170828_Smp_Nat_C","I136.0619R0.89_CyanoAq",0.88,4843429,65762,"3768761",-1,NA,NA,NA,0.915,NA,793597,NA,"",4843429
"58","161118_Smp_7803_B","I152.0567R0.9_CyanoAq",0.91,2336223,110288,"1136241",-1,NA,NA,NA,0.925,NA,129291,NA,"",2336223
"59","161118_Smp_7803_F","I152.0567R0.9_CyanoAq",0.89,1377223,0,"724842",-1,NA,NA,NA,0.925,NA,129291,NA,"",1377223
"60","161118_Smp_8102_A","I152.0567R0.9_CyanoAq",0.91,8842818,0,"5748780",-1,NA,NA,NA,0.925,NA,129291,NA,"",8842818
"61","161118_Smp_8102_F","I152.0567R0.9_CyanoAq",0.91,6465224,29658,"4047131",-1,NA,NA,NA,0.925,NA,129291,NA,"",6465224
"62","161118_Smp_8501_B","I152.0567R0.9_CyanoAq",0.91,7361448,17436,"4238399",-0.7,NA,NA,NA,0.925,NA,432611,NA,"",7361448
"63","161118_Smp_8501_C","I152.0567R0.9_CyanoAq",0.91,10375961,2064,"4992791",-1.2,NA,NA,NA,0.925,NA,432611,NA,"",10375961
"64","161118_Smp_8501_D","I152.0567R0.9_CyanoAq",0.91,8703215,0,"4922175",-0.8,NA,NA,NA,0.925,NA,432611,NA,"",8703215
"65","161118_Smp_MED4_D","I152.0567R0.9_CyanoAq",0.92,3652939,33786,"1789753",-0.4,NA,NA,NA,0.925,NA,129291,NA,"",3652939
"66","161118_Smp_MED4_E","I152.0567R0.9_CyanoAq",0.91,3627305,35853,"2330232",-0.6,NA,NA,NA,0.925,NA,129291,NA,"",3627305
"67","161118_Smp_MED4_F","I152.0567R0.9_CyanoAq",0.91,3825316,42589,"2442841",-1.2,NA,NA,NA,0.925,NA,129291,NA,"",3825316
"68","170828_Smp_1314P_A","I152.0567R0.9_CyanoAq",0.9,3969390,33125,"2546265",-0.9,NA,NA,NA,0.925,NA,106513,NA,"",3969390
"69","170828_Smp_1314P_B","I152.0567R0.9_CyanoAq",0.9,2546913,17389,"1629111",-0.6,NA,NA,NA,0.925,NA,106513,NA,"",2546913
"70","170828_Smp_1314P_C","I152.0567R0.9_CyanoAq",0.9,2937214,43402,"1840264",-0.7,NA,NA,NA,0.925,NA,106513,NA,"",2937214
"71","170828_Smp_As9601_A","I152.0567R0.9_CyanoAq",0.9,2062258,9058,"1386007",-0.4,NA,NA,NA,0.925,NA,169971,NA,"",2062258
"72","170828_Smp_As9601_B","I152.0567R0.9_CyanoAq",0.9,2217609,0,"1374224",-0.4,NA,NA,NA,0.925,NA,169971,NA,"",2217609
"73","170828_Smp_As9601_C","I152.0567R0.9_CyanoAq",0.9,1905192,3217,"1138156",-0.9,NA,NA,NA,0.925,NA,169971,NA,"",1905192
"74","170828_Smp_Nat_A","I152.0567R0.9_CyanoAq",0.9,1200802,0,"764139",-0.2,NA,NA,NA,0.925,NA,115787,NA,"",1200802
"75","170828_Smp_Nat_B","I152.0567R0.9_CyanoAq",0.9,1185936,0,"767226",-0.6,NA,NA,NA,0.925,NA,115787,NA,"",1185936
"76","170828_Smp_Nat_C","I152.0567R0.9_CyanoAq",0.9,973298,9883,"606075",-0.4,NA,NA,NA,0.925,NA,115787,NA,"",973298
"77","161118_Smp_7803_B","I252.1093R1.15_CyanoAq",1.15,31777144,336935,"12344582",-1.5,NA,NA,NA,1.185,NA,44703,NA,"",31777144
"78","161118_Smp_7803_F","I252.1093R1.15_CyanoAq",1.13,17163886,344149,"8113962",-1.7,NA,NA,NA,1.185,NA,44703,NA,"",17163886
"79","161118_Smp_8102_A","I252.1093R1.15_CyanoAq",1.16,4356247,73525,"1750915",-1.5,NA,NA,NA,1.185,NA,44703,NA,"",4356247
"80","161118_Smp_8102_F","I252.1093R1.15_CyanoAq",1.16,4944174,94589,"1970643",-1.3,NA,NA,NA,1.185,NA,44703,NA,"",4944174
"81","161118_Smp_8501_B","I252.1093R1.15_CyanoAq",1.16,2712607,31539,"1084790",-1.5,NA,NA,NA,1.185,NA,42670,NA,"",2712607
"82","161118_Smp_8501_C","I252.1093R1.15_CyanoAq",1.16,6734082,72574,"2745225",-1.6,NA,NA,NA,1.185,NA,42670,NA,"",6734082
"83","161118_Smp_8501_D","I252.1093R1.15_CyanoAq",1.15,3728458,45582,"1605719",-1.3,NA,NA,NA,1.185,NA,42670,NA,"",3728458
"84","161118_Smp_MED4_D","I252.1093R1.15_CyanoAq",1.15,536861,0,"171132",-1.3,NA,NA,NA,1.185,NA,44703,NA,"",536861
"85","161118_Smp_MED4_E","I252.1093R1.15_CyanoAq",1.16,632651,0,"236116",-1.4,NA,NA,NA,1.185,NA,44703,NA,"",632651
"86","161118_Smp_MED4_F","I252.1093R1.15_CyanoAq",1.15,596185,0,"252674",-2.2,NA,NA,NA,1.185,NA,44703,NA,"",596185
"87","170828_Smp_1314P_A","I252.1093R1.15_CyanoAq",1.15,206951,0,"105119",-1.2,NA,NA,NA,1.185,NA,1416,NA,"",206951
"88","170828_Smp_1314P_B","I252.1093R1.15_CyanoAq",1.16,82292,0,"37740",-0.9,NA,NA,NA,1.185,NA,1416,NA,"",82292
"89","170828_Smp_1314P_C","I252.1093R1.15_CyanoAq",1.15,207324,0,"85530",-1,NA,NA,NA,1.185,NA,1416,NA,"",207324
"90","170828_Smp_As9601_A","I252.1093R1.15_CyanoAq",1.15,140953,0,"63003",-0.8,NA,NA,NA,1.185,NA,3817,NA,"",140953
"91","170828_Smp_As9601_B","I252.1093R1.15_CyanoAq",1.16,238046,0,"93286",-0.9,NA,NA,NA,1.185,NA,3817,NA,"",238046
"92","170828_Smp_As9601_C","I252.1093R1.15_CyanoAq",1.16,126257,0,"50124",-1.3,NA,NA,NA,1.185,NA,3817,NA,"",126257
"93","170828_Smp_Nat_A","I252.1093R1.15_CyanoAq",1.16,122985,0,"51874",-1,NA,NA,NA,1.185,NA,1533,NA,"",122985
"94","170828_Smp_Nat_B","I252.1093R1.15_CyanoAq",1.16,125020,0,"50037",-1.1,NA,NA,NA,1.185,NA,1533,NA,"",125020
"95","170828_Smp_Nat_C","I252.1093R1.15_CyanoAq",1.15,82763,0,"43535",-1.2,NA,NA,NA,1.185,NA,1533,NA,"",82763
"96","161118_Smp_7803_B","I261.1311R1.29_CyanoAq",1.3,4162910,0,"1764138",0,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"97","161118_Smp_7803_F","I261.1311R1.29_CyanoAq",1.29,586313,0,"239619",0.1,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"98","161118_Smp_8102_A","I261.1311R1.29_CyanoAq",1.32,3120427,0,"1271389",-1.2,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"99","161118_Smp_8102_F","I261.1311R1.29_CyanoAq",1.31,2653229,0,"1108011",-1,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"100","161118_Smp_8501_B","I261.1311R1.29_CyanoAq",1.3,3789782,0,"1543626",1.3,NA,NA,NA,1.325,NA,3862221,"BlankFlag","BlankFlag",NA
"101","161118_Smp_8501_C","I261.1311R1.29_CyanoAq",1.31,2075554,0,"1166951",1.9,NA,NA,NA,1.325,NA,3862221,"BlankFlag","BlankFlag",NA
"102","161118_Smp_8501_D","I261.1311R1.29_CyanoAq",1.3,4227170,0,"1957828",1.6,NA,NA,NA,1.325,NA,3862221,"BlankFlag","BlankFlag",NA
"103","161118_Smp_MED4_D","I261.1311R1.29_CyanoAq",1.29,5243080,63694,"1465468",-0.9,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"104","161118_Smp_MED4_E","I261.1311R1.29_CyanoAq",1.3,2474005,0,"1002802",-1.5,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"105","161118_Smp_MED4_F","I261.1311R1.29_CyanoAq",1.3,2973882,45797,"1305345",-1.9,NA,NA,NA,1.325,NA,2818290,"BlankFlag","BlankFlag",NA
"106","170828_Smp_1314P_A","I261.1311R1.29_CyanoAq",1.29,1982475,0,"813096",-1.1,NA,NA,NA,1.325,NA,3560077,"BlankFlag","BlankFlag",NA
"107","170828_Smp_1314P_B","I261.1311R1.29_CyanoAq",1.29,1999772,0,"837084",-0.7,NA,NA,NA,1.325,NA,3560077,"BlankFlag","BlankFlag",NA
"108","170828_Smp_1314P_C","I261.1311R1.29_CyanoAq",1.3,1919115,0,"796712",-1.2,NA,NA,NA,1.325,NA,3560077,"BlankFlag","BlankFlag",NA
"109","170828_Smp_As9601_A","I261.1311R1.29_CyanoAq",1.29,1829838,0,"751774",-1.1,NA,NA,NA,1.325,NA,2530983,"BlankFlag","BlankFlag",NA
"110","170828_Smp_As9601_B","I261.1311R1.29_CyanoAq",1.29,2198657,34223,"933246",-1,NA,NA,NA,1.325,NA,2530983,"BlankFlag","BlankFlag",NA
"111","170828_Smp_As9601_C","I261.1311R1.29_CyanoAq",1.3,1694754,6864,"703939",-1.3,NA,NA,NA,1.325,NA,2530983,"BlankFlag","BlankFlag",NA
"112","170828_Smp_Nat_A","I261.1311R1.29_CyanoAq",1.29,2330919,26342,"960917",-0.9,NA,NA,NA,1.325,NA,1695310,"BlankFlag","BlankFlag",NA
"113","170828_Smp_Nat_B","I261.1311R1.29_CyanoAq",1.29,2155616,0,"928947",-1.2,NA,NA,NA,1.325,NA,1695310,"BlankFlag","BlankFlag",NA
"114","170828_Smp_Nat_C","I261.1311R1.29_CyanoAq",1.29,2096493,31584,"839748",-1.3,NA,NA,NA,1.325,NA,1695310,"BlankFlag","BlankFlag",NA
"115","161118_Smp_7803_B","I221.0844R0.89_CyanoAq",0.04,2016965,0,"626421",-1.2,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"116","161118_Smp_7803_F","I221.0844R0.89_CyanoAq",0.02,2334257,0,"644285",-1.5,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"117","161118_Smp_8102_A","I221.0844R0.89_CyanoAq",0.02,2364915,0,"649337",-1.3,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"118","161118_Smp_8102_F","I221.0844R0.89_CyanoAq",0.04,1741822,0,"637101",-1,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"119","161118_Smp_8501_B","I221.0844R0.89_CyanoAq",0.06,2231092,0,"611157",-1.2,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"120","161118_Smp_8501_C","I221.0844R0.89_CyanoAq",0.06,2140527,0,"599230",-1.6,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"121","161118_Smp_8501_D","I221.0844R0.89_CyanoAq",0.06,2295810,0,"628300",-1.2,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"122","161118_Smp_MED4_D","I221.0844R0.89_CyanoAq",0.95,4502,0,"10124",2,NA,NA,"areaminFlag",0.91,NA,0,NA,"areaminFlag, ",NA
"123","161118_Smp_MED4_E","I221.0844R0.89_CyanoAq",0.95,10450,0,"15526",5.1,NA,"ppmFlag","areaminFlag",0.91,NA,0,NA,"ppmFlag, areaminFlag, ",NA
"124","161118_Smp_MED4_F","I221.0844R0.89_CyanoAq",0.94,28446,0,"32864",4.2,NA,"ppmFlag","areaminFlag",0.91,NA,0,NA,"ppmFlag, areaminFlag, ",NA
"125","170828_Smp_1314P_A","I221.0844R0.89_CyanoAq",0.53,1868,0,"4015",-1,NA,NA,"areaminFlag",0.91,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"126","170828_Smp_1314P_B","I221.0844R0.89_CyanoAq",0.92,1936,0,"3338",6.4,NA,"ppmFlag","areaminFlag",0.91,NA,0,NA,"ppmFlag, areaminFlag, ",NA
"127","170828_Smp_1314P_C","I221.0844R0.89_CyanoAq",0.49,1871,0,"3073",-0.6,NA,NA,"areaminFlag",0.91,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"128","170828_Smp_As9601_A","I221.0844R0.89_CyanoAq",0.93,3067,0,"7596",1.5,NA,NA,"areaminFlag",0.91,NA,0,NA,"areaminFlag, ",NA
"129","170828_Smp_As9601_B","I221.0844R0.89_CyanoAq",0.57,3619,0,"5875",0.1,NA,NA,"areaminFlag",0.91,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"130","170828_Smp_As9601_C","I221.0844R0.89_CyanoAq",0.93,10974,0,"12116",6.8,NA,"ppmFlag","areaminFlag",0.91,NA,0,NA,"ppmFlag, areaminFlag, ",NA
"131","170828_Smp_Nat_A","I221.0844R0.89_CyanoAq",0.79,0,0,"0",NA,NA,NA,"areaminFlag",0.91,NA,0,NA,"areaminFlag, ",NA
"132","170828_Smp_Nat_B","I221.0844R0.89_CyanoAq",0.49,1798,0,"2781",-0.6,NA,NA,"areaminFlag",0.91,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"133","170828_Smp_Nat_C","I221.0844R0.89_CyanoAq",0.41,64740,0,"124534",-1.6,NA,NA,NA,0.91,"RTFlag",0,NA,"RTFlag, ",NA
"134","161118_Smp_7803_B","I271.1291R0.87_CyanoAq",0.09,13110,0,"20286",2.1,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"135","161118_Smp_7803_F","I271.1291R0.87_CyanoAq",17.99,27524,0,"19900",3.6,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"136","161118_Smp_8102_A","I271.1291R0.87_CyanoAq",4.84,67077,0,"32858",-10.4,NA,"ppmFlag",NA,0.9,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"137","161118_Smp_8102_F","I271.1291R0.87_CyanoAq",0.08,18312,0,"38239",3.6,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"138","161118_Smp_8501_B","I271.1291R0.87_CyanoAq",0.08,12608,0,"27162",3.9,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"139","161118_Smp_8501_C","I271.1291R0.87_CyanoAq",0.08,23453,0,"37937",2.3,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"140","161118_Smp_8501_D","I271.1291R0.87_CyanoAq",0.08,10639,0,"23354",2.8,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"141","161118_Smp_MED4_D","I271.1291R0.87_CyanoAq",0.08,28035,0,"43265",4.4,NA,"ppmFlag","areaminFlag",0.9,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"142","161118_Smp_MED4_E","I271.1291R0.87_CyanoAq",18,18810,0,"42893",4.2,NA,"ppmFlag","areaminFlag",0.9,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"143","161118_Smp_MED4_F","I271.1291R0.87_CyanoAq",18,7374,0,"13577",0.6,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"144","170828_Smp_1314P_A","I271.1291R0.87_CyanoAq",0.41,10529,0,"21111",4.2,NA,"ppmFlag","areaminFlag",0.9,"RTFlag",0,NA,"ppmFlag, areaminFlag, RTFlag, ",NA
"145","170828_Smp_1314P_B","I271.1291R0.87_CyanoAq",0.41,9835,0,"19919",2.6,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"146","170828_Smp_1314P_C","I271.1291R0.87_CyanoAq",0.7,8717,0,"16319",0.1,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"147","170828_Smp_As9601_A","I271.1291R0.87_CyanoAq",3.11,2472,0,"4143",0.1,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"148","170828_Smp_As9601_B","I271.1291R0.87_CyanoAq",8.95,3961,0,"5647",0.3,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"149","170828_Smp_As9601_C","I271.1291R0.87_CyanoAq",0.41,27622,0,"56107",2.3,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"150","170828_Smp_Nat_A","I271.1291R0.87_CyanoAq",17.98,6262,0,"8127",3.6,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"151","170828_Smp_Nat_B","I271.1291R0.87_CyanoAq",0.41,15522,0,"31287",3.9,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"152","170828_Smp_Nat_C","I271.1291R0.87_CyanoAq",17.98,3366,0,"9064",1.9,NA,NA,"areaminFlag",0.9,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"153","161118_Smp_7803_B","I305.1573R1.6_CyanoAq",1.62,1056565,0,"386200",-1.3,NA,NA,NA,1.635,NA,534757,"BlankFlag","BlankFlag",NA
"154","161118_Smp_7803_F","I305.1573R1.6_CyanoAq",1.62,271312,0,"134173",-1.6,NA,NA,NA,1.635,NA,534757,"BlankFlag","BlankFlag",NA
"155","161118_Smp_8102_A","I305.1573R1.6_CyanoAq",1.63,774842,0,"276728",-1.4,NA,NA,NA,1.635,NA,534757,"BlankFlag","BlankFlag",NA
"156","161118_Smp_8102_F","I305.1573R1.6_CyanoAq",1.62,595083,0,"224130",-1.4,NA,NA,NA,1.635,NA,534757,"BlankFlag","BlankFlag",NA
"157","161118_Smp_8501_B","I305.1573R1.6_CyanoAq",1.63,733976,0,"268404",-1.3,NA,NA,NA,1.635,NA,467801,"BlankFlag","BlankFlag",NA
