Hello! Welcome to the world of QE Quality Control! Minimum area for a real peak: 40000. RT flexibility: 2.5. Blank can be this fraction of a sample: 5. S/N ratio: 3. Parts per million flexibility: 6. Processed on: 2020-09-10 16:00:02. 
"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"32","170821_Smp_1314P_C","I146.045R12.11_HILICNeg",12.08,526783360,3996164,"39827456",0.3,NA,NA,NA,12.39,NA,266908,NA,"",526783360
"33","170821_Smp_As9601_A","I146.045R12.11_HILICNeg",12.09,742566656,9681363,"57352060",0.1,NA,NA,NA,12.39,NA,241325,NA,"",742566656
"34","170821_Smp_As9601_B","I146.045R12.11_HILICNeg",12.09,753130944,5157697,"56661020",-0.1,NA,NA,NA,12.39,NA,241325,NA,"",753130944
"35","170821_Smp_As9601_C","I146.045R12.11_HILICNeg",12.08,736017536,8240623,"56711444",-0.1,NA,NA,NA,12.39,NA,241325,NA,"",736017536
"36","170821_Smp_Nat_A","I146.045R12.11_HILICNeg",12.11,639798592,5122011,"50919884",-0.2,NA,NA,NA,12.39,NA,321681,NA,"",639798592
"37","170821_Smp_Nat_B","I146.045R12.11_HILICNeg",12.08,672823104,8134381,"51547808",-0.2,NA,NA,NA,12.39,NA,321681,NA,"",672823104
"38","170821_Smp_Nat_C","I146.045R12.11_HILICNeg",12.08,701440512,6103048,"53125612",0,NA,NA,NA,12.39,NA,321681,NA,"",701440512
"39","161114_Smp_7803_B","I317.0553R12.1_HILICNeg",12.2,154853664,1356304,"15218377",-0.4,NA,NA,NA,12.315,NA,0,NA,"",154853664
"40","161114_Smp_7803_F","I317.0553R12.1_HILICNeg",12.18,113676744,0,"12355685",-0.3,NA,NA,NA,12.315,NA,0,NA,"",113676744
"41","161114_Smp_8102_A","I317.0553R12.1_HILICNeg",12.15,87079784,84298,"9646001",-0.4,NA,NA,NA,12.315,NA,0,NA,"",87079784
"42","161114_Smp_8102_F","I317.0553R12.1_HILICNeg",12.18,69232008,660508,"7806537",-0.1,NA,NA,NA,12.315,NA,0,NA,"",69232008
"43","161114_Smp_8501_B","I317.0553R12.1_HILICNeg",12.16,130279088,657760,"12020280",-0.4,NA,NA,NA,12.315,NA,212790,NA,"",130279088
"44","161114_Smp_8501_C","I317.0553R12.1_HILICNeg",12.18,198849632,2389553,"18288280",-0.4,NA,NA,NA,12.315,NA,212790,NA,"",198849632
"45","161114_Smp_8501_D","I317.0553R12.1_HILICNeg",12.15,138260528,153916,"13165069",-0.2,NA,NA,NA,12.315,NA,212790,NA,"",138260528
"46","161114_Smp_MED4_D","I317.0553R12.1_HILICNeg",12.1,95297216,358367,"9756313",0.3,NA,NA,NA,12.315,NA,0,NA,"",95297216
"47","161114_Smp_MED4_E","I317.0553R12.1_HILICNeg",12.16,107785568,1037315,"11098601",0,NA,NA,NA,12.315,NA,0,NA,"",107785568
"48","161114_Smp_MED4_F","I317.0553R12.1_HILICNeg",12.16,121648112,633694,"12024458",-0.2,NA,NA,NA,12.315,NA,0,NA,"",121648112
"49","170821_Smp_1314P_A","I317.0553R12.1_HILICNeg",12.21,5077825,0,"598532",0,NA,NA,NA,12.315,NA,0,NA,"",5077825
"50","170821_Smp_1314P_B","I317.0553R12.1_HILICNeg",12.16,5365894,0,"622228",0.1,NA,NA,NA,12.315,NA,0,NA,"",5365894
"51","170821_Smp_1314P_C","I317.0553R12.1_HILICNeg",12.18,5682315,0,"617383",0.5,NA,NA,NA,12.315,NA,0,NA,"",5682315
"52","170821_Smp_As9601_A","I317.0553R12.1_HILICNeg",12.18,10065073,0,"1137398",0.4,NA,NA,NA,12.315,NA,0,NA,"",10065073
"53","170821_Smp_As9601_B","I317.0553R12.1_HILICNeg",12.16,10692255,79549,"1214690",0.1,NA,NA,NA,12.315,NA,0,NA,"",10692255
"54","170821_Smp_As9601_C","I317.0553R12.1_HILICNeg",12.18,10999290,7242,"1194379",0.2,NA,NA,NA,12.315,NA,0,NA,"",10999290
"55","170821_Smp_Nat_A","I317.0553R12.1_HILICNeg",12.18,1601819,0,"169716",-0.1,NA,NA,NA,12.315,NA,0,NA,"",1601819
"56","170821_Smp_Nat_B","I317.0553R12.1_HILICNeg",12.16,1899368,0,"224224",-0.1,NA,NA,NA,12.315,NA,0,NA,"",1899368
"57","170821_Smp_Nat_C","I317.0553R12.1_HILICNeg",12.18,1879575,0,"193390",0.3,NA,NA,NA,12.315,NA,0,NA,"",1879575
"58","161114_Smp_7803_B","I267.0726R11.17_HILICNeg",11.52,25184440,0,"2703887",-0.5,NA,NA,NA,11.75,NA,145997,NA,"",25184440
"59","161114_Smp_7803_F","I267.0726R11.17_HILICNeg",11.51,36212196,0,"3507745",-0.2,NA,NA,NA,11.75,NA,145997,NA,"",36212196
"60","161114_Smp_8102_A","I267.0726R11.17_HILICNeg",11.44,1031540928,13398405,"84340824",-0.9,NA,NA,NA,11.75,NA,145997,NA,"",1031540928
"61","161114_Smp_8102_F","I267.0726R11.17_HILICNeg",11.49,929393408,11531913,"76375536",-0.8,NA,NA,NA,11.75,NA,145997,NA,"",929393408
"62","161114_Smp_8501_B","I267.0726R11.17_HILICNeg",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.75,NA,219417,NA,"",NA
"63","161114_Smp_8501_C","I267.0726R11.17_HILICNeg",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.75,NA,219417,NA,"",NA
"64","161114_Smp_8501_D","I267.0726R11.17_HILICNeg",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.75,NA,219417,NA,"",NA
"65","161114_Smp_MED4_D","I267.0726R11.17_HILICNeg",11.36,2972407808,33548406,"253994528",-1.1,NA,NA,NA,11.75,NA,145997,NA,"",2972407808
"66","161114_Smp_MED4_E","I267.0726R11.17_HILICNeg",11.47,3491187456,21836338,"273681088",-1.2,NA,NA,NA,11.75,NA,145997,NA,"",3491187456
"67","161114_Smp_MED4_F","I267.0726R11.17_HILICNeg",11.45,3494773504,40752200,"280698816",-1.4,NA,NA,NA,11.75,NA,145997,NA,"",3494773504
"68","170821_Smp_1314P_A","I267.0726R11.17_HILICNeg",11.38,163862560,1004271,"13928329",-0.3,NA,NA,NA,11.75,NA,0,NA,"",163862560
"69","170821_Smp_1314P_B","I267.0726R11.17_HILICNeg",11.31,169990208,1484774,"15484646",0,NA,NA,NA,11.75,NA,0,NA,"",169990208
"70","170821_Smp_1314P_C","I267.0726R11.17_HILICNeg",11.31,170126432,2251255,"15390908",0.3,NA,NA,NA,11.75,NA,0,NA,"",170126432
"71","170821_Smp_As9601_A","I267.0726R11.17_HILICNeg",11.36,1196442624,7638228,"92408984",-0.7,NA,NA,NA,11.75,NA,0,NA,"",1196442624
"72","170821_Smp_As9601_B","I267.0726R11.17_HILICNeg",11.34,1173396864,14137876,"90406160",-0.9,NA,NA,NA,11.75,NA,0,NA,"",1173396864
"73","170821_Smp_As9601_C","I267.0726R11.17_HILICNeg",11.31,1151915904,13519242,"92069848",-0.7,NA,NA,NA,11.75,NA,0,NA,"",1151915904
"74","170821_Smp_Nat_A","I267.0726R11.17_HILICNeg",11.38,345552768,2991925,"27689154",-0.7,NA,NA,NA,11.75,NA,66,NA,"",345552768
"75","170821_Smp_Nat_B","I267.0726R11.17_HILICNeg",11.34,374061696,3637104,"30997166",-0.5,NA,NA,NA,11.75,NA,66,NA,"",374061696
"76","170821_Smp_Nat_C","I267.0726R11.17_HILICNeg",11.32,410189152,3367531,"32897648",-0.3,NA,NA,NA,11.75,NA,66,NA,"",410189152
"77","161114_Smp_7803_B","I244.0828R9.94_HILICNeg",24.58,45183908,0,"766415",5.6,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"78","161114_Smp_7803_F","I244.0828R9.94_HILICNeg",24.71,8848991,0,"666649",5.6,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"79","161114_Smp_8102_A","I244.0828R9.94_HILICNeg",24.79,6319354,0,"751481",5.1,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"80","161114_Smp_8102_F","I244.0828R9.94_HILICNeg",24.76,14644427,0,"788246",5.4,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"81","161114_Smp_8501_B","I244.0828R9.94_HILICNeg",9.98,5109257,3188429,"696653",2,"SNFlag",NA,NA,10.505,NA,737639,NA,"SNFlag, ",NA
"82","161114_Smp_8501_C","I244.0828R9.94_HILICNeg",9.97,8916808,3688479,"1213435",1.4,"SNFlag",NA,NA,10.505,NA,737639,NA,"SNFlag, ",NA
"83","161114_Smp_8501_D","I244.0828R9.94_HILICNeg",9.97,4286220,6396916,"597875",2.2,"SNFlag",NA,NA,10.505,NA,737639,NA,"SNFlag, ",NA
"84","161114_Smp_MED4_D","I244.0828R9.94_HILICNeg",24.85,17377344,0,"515611",5.5,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"85","161114_Smp_MED4_E","I244.0828R9.94_HILICNeg",24.8,32855800,0,"818521",5.4,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"86","161114_Smp_MED4_F","I244.0828R9.94_HILICNeg",24.74,9928667,0,"537946",5.4,NA,NA,NA,10.505,"RTFlag",1249754,NA,"RTFlag, ",NA
"87","170821_Smp_1314P_A","I244.0828R9.94_HILICNeg",23.76,2386752,0,"88401",5.4,NA,NA,NA,10.505,"RTFlag",68254,NA,"RTFlag, ",NA
"88","170821_Smp_1314P_B","I244.0828R9.94_HILICNeg",23.83,802607,12609,"72225",5.5,NA,NA,NA,10.505,"RTFlag",68254,NA,"RTFlag, ",NA
"89","170821_Smp_1314P_C","I244.0828R9.94_HILICNeg",23.86,849343,0,"84625",4.6,NA,NA,NA,10.505,"RTFlag",68254,NA,"RTFlag, ",NA
"90","170821_Smp_As9601_A","I244.0828R9.94_HILICNeg",23.62,907599,617352,"51891",5.8,"SNFlag",NA,NA,10.505,"RTFlag",674475,"BlankFlag","SNFlag, RTFlag, BlankFlag",NA
"91","170821_Smp_As9601_B","I244.0828R9.94_HILICNeg",14.16,648517,0,"54407",6.2,NA,"ppmFlag",NA,10.505,"RTFlag",674475,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"92","170821_Smp_As9601_C","I244.0828R9.94_HILICNeg",17.73,1208537,314819,"73155",6.2,NA,"ppmFlag",NA,10.505,"RTFlag",674475,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"93","170821_Smp_Nat_A","I244.0828R9.94_HILICNeg",17.03,639988,343236,"47556",5.6,"SNFlag",NA,NA,10.505,"RTFlag",530299,"BlankFlag","SNFlag, RTFlag, BlankFlag",NA
"94","170821_Smp_Nat_B","I244.0828R9.94_HILICNeg",23.96,692142,105602,"91244",4.8,NA,NA,NA,10.505,"RTFlag",530299,"BlankFlag","RTFlag, BlankFlag",NA
"95","170821_Smp_Nat_C","I244.0828R9.94_HILICNeg",14.19,898964,0,"64495",6.1,NA,"ppmFlag",NA,10.505,"RTFlag",530299,"BlankFlag","ppmFlag, RTFlag, BlankFlag",NA
"96","161114_Smp_7803_B","I124.0064R10.88_HILICNeg",4.32,133114,0,"17345",-0.8,NA,NA,NA,11.285,"RTFlag",39659,"BlankFlag","RTFlag, BlankFlag",NA
"97","161114_Smp_7803_F","I124.0064R10.88_HILICNeg",4.36,38215,0,"14834",-0.2,NA,NA,"areaminFlag",11.285,"RTFlag",39659,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"98","161114_Smp_8102_A","I124.0064R10.88_HILICNeg",4.19,233931,0,"36027",-0.6,NA,NA,NA,11.285,"RTFlag",39659,NA,"RTFlag, ",NA
"99","161114_Smp_8102_F","I124.0064R10.88_HILICNeg",4.25,104537,0,"15973",-0.2,NA,NA,NA,11.285,"RTFlag",39659,"BlankFlag","RTFlag, BlankFlag",NA
"100","161114_Smp_8501_B","I124.0064R10.88_HILICNeg",4.33,13451,0,"13313",-0.1,NA,NA,"areaminFlag",11.285,"RTFlag",56564,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"101","161114_Smp_8501_C","I124.0064R10.88_HILICNeg",4.35,33090,0,"20608",-0.5,NA,NA,"areaminFlag",11.285,"RTFlag",56564,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"102","161114_Smp_8501_D","I124.0064R10.88_HILICNeg",4.32,52438,0,"10803",-1,NA,NA,NA,11.285,"RTFlag",56564,"BlankFlag","RTFlag, BlankFlag",NA
"103","161114_Smp_MED4_D","I124.0064R10.88_HILICNeg",4.11,97404,0,"31984",0.5,NA,NA,NA,11.285,"RTFlag",39659,"BlankFlag","RTFlag, BlankFlag",NA
"104","161114_Smp_MED4_E","I124.0064R10.88_HILICNeg",4.24,190448,0,"19465",-0.3,NA,NA,NA,11.285,"RTFlag",39659,"BlankFlag","RTFlag, BlankFlag",NA
"105","161114_Smp_MED4_F","I124.0064R10.88_HILICNeg",4.25,127246,0,"15214",-0.5,NA,NA,NA,11.285,"RTFlag",39659,"BlankFlag","RTFlag, BlankFlag",NA
"106","170821_Smp_1314P_A","I124.0064R10.88_HILICNeg",19.41,4160,0,"3222",0.7,NA,NA,"areaminFlag",11.285,"RTFlag",3126,"BlankFlag","areaminFlag, RTFlag, BlankFlag",NA
"107","170821_Smp_1314P_B","I124.0064R10.88_HILICNeg",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.285,NA,3126,NA,"",NA
"108","170821_Smp_1314P_C","I124.0064R10.88_HILICNeg",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.285,NA,3126,NA,"",NA
"109","170821_Smp_As9601_A","I124.0064R10.88_HILICNeg",4.5,3897,0,"3340",-2.3,NA,NA,"areaminFlag",11.285,"RTFlag",NA,NA,"areaminFlag, RTFlag, ",NA
"110","170821_Smp_As9601_B","I124.0064R10.88_HILICNeg",4.29,4399,0,"2876",0.4,NA,NA,"areaminFlag",11.285,"RTFlag",NA,NA,"areaminFlag, RTFlag, ",NA
"111","170821_Smp_As9601_C","I124.0064R10.88_HILICNeg",19.09,4742,0,"4649",0.2,NA,NA,"areaminFlag",11.285,"RTFlag",NA,NA,"areaminFlag, RTFlag, ",NA
"112","170821_Smp_Nat_A","I124.0064R10.88_HILICNeg",10.95,4211,0,"2710",0.3,NA,NA,"areaminFlag",11.285,NA,NA,NA,"areaminFlag, ",NA
"113","170821_Smp_Nat_B","I124.0064R10.88_HILICNeg",22.44,4677,0,"4163",-0.1,NA,NA,"areaminFlag",11.285,"RTFlag",NA,NA,"areaminFlag, RTFlag, ",NA
"114","170821_Smp_Nat_C","I124.0064R10.88_HILICNeg",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.285,NA,NA,NA,"",NA
"115","161114_Smp_7803_B","I150.0413R8.14_HILICNeg",9.01,1554388,174958,"123277",-0.8,NA,NA,NA,8.555,NA,246851,NA,"",1554388
"116","161114_Smp_7803_F","I150.0413R8.14_HILICNeg",9.06,2243139,95182,"150301",-0.6,NA,NA,NA,8.555,NA,246851,NA,"",2243139
"117","161114_Smp_8102_A","I150.0413R8.14_HILICNeg",8.73,4116975,0,"311097",-0.6,NA,NA,NA,8.555,NA,246851,NA,"",4116975
"118","161114_Smp_8102_F","I150.0413R8.14_HILICNeg",8.68,2869775,0,"250203",-0.9,NA,NA,NA,8.555,NA,246851,NA,"",2869775
"119","161114_Smp_8501_B","I150.0413R8.14_HILICNeg",8.66,2466703,0,"202627",-0.8,NA,NA,NA,8.555,NA,274126,NA,"",2466703
"120","161114_Smp_8501_C","I150.0413R8.14_HILICNeg",8.68,2190098,0,"167201",-0.6,NA,NA,NA,8.555,NA,274126,NA,"",2190098
"121","161114_Smp_8501_D","I150.0413R8.14_HILICNeg",8.63,2706007,0,"224489",-1,NA,NA,NA,8.555,NA,274126,NA,"",2706007
"122","161114_Smp_MED4_D","I150.0413R8.14_HILICNeg",8.68,1479875,0,"121342",-0.4,NA,NA,NA,8.555,NA,246851,NA,"",1479875
"123","161114_Smp_MED4_E","I150.0413R8.14_HILICNeg",8.7,1592437,0,"127564",-0.8,NA,NA,NA,8.555,NA,246851,NA,"",1592437
"124","161114_Smp_MED4_F","I150.0413R8.14_HILICNeg",8.66,2203527,0,"138754",-0.6,NA,NA,NA,8.555,NA,246851,NA,"",2203527
"125","170821_Smp_1314P_A","I150.0413R8.14_HILICNeg",8.28,1751482,0,"142318",0,NA,NA,NA,8.555,NA,14328,NA,"",1751482
"126","170821_Smp_1314P_B","I150.0413R8.14_HILICNeg",8.3,1150651,0,"98277",0,NA,NA,NA,8.555,NA,14328,NA,"",1150651
"127","170821_Smp_1314P_C","I150.0413R8.14_HILICNeg",8.28,1389027,0,"122035",0.2,NA,NA,NA,8.555,NA,14328,NA,"",1389027
"128","170821_Smp_As9601_A","I150.0413R8.14_HILICNeg",8.28,901904,0,"70613",0.1,NA,NA,NA,8.555,NA,124165,NA,"",901904
"129","170821_Smp_As9601_B","I150.0413R8.14_HILICNeg",8.31,1162759,0,"100344",0,NA,NA,NA,8.555,NA,124165,NA,"",1162759
"130","170821_Smp_As9601_C","I150.0413R8.14_HILICNeg",8.31,849716,0,"77735",0.1,NA,NA,NA,8.555,NA,124165,NA,"",849716
"131","170821_Smp_Nat_A","I150.0413R8.14_HILICNeg",8.33,569603,0,"41808",-0.4,NA,NA,NA,8.555,NA,45852,NA,"",569603
"132","170821_Smp_Nat_B","I150.0413R8.14_HILICNeg",8.26,581987,0,"47714",0.1,NA,NA,NA,8.555,NA,45852,NA,"",581987
"133","170821_Smp_Nat_C","I150.0413R8.14_HILICNeg",8.31,486811,0,"49116",0,NA,NA,NA,8.555,NA,45852,NA,"",486811
"134","161114_Smp_7803_B","I167.0204R10.56_HILICNeg",4.08,773312,0,"62269",-5.3,NA,NA,NA,10.87,"RTFlag",250931,"BlankFlag","RTFlag, BlankFlag",NA
"135","161114_Smp_7803_F","I167.0204R10.56_HILICNeg",24.6,877793,0,"111100",-0.5,NA,NA,NA,10.87,"RTFlag",250931,"BlankFlag","RTFlag, BlankFlag",NA
"136","161114_Smp_8102_A","I167.0204R10.56_HILICNeg",4.13,865429,0,"55893",-4.7,NA,NA,NA,10.87,"RTFlag",250931,"BlankFlag","RTFlag, BlankFlag",NA
"137","161114_Smp_8102_F","I167.0204R10.56_HILICNeg",4.08,927619,0,"61866",-4.9,NA,NA,NA,10.87,"RTFlag",250931,"BlankFlag","RTFlag, BlankFlag",NA
"138","161114_Smp_8501_B","I167.0204R10.56_HILICNeg",23.06,658604,51865,"80646",-0.5,NA,NA,NA,10.87,"RTFlag",520374,"BlankFlag","RTFlag, BlankFlag",NA
"139","161114_Smp_8501_C","I167.0204R10.56_HILICNeg",19.15,653923,52620,"79562",-0.2,NA,NA,NA,10.87,"RTFlag",520374,"BlankFlag","RTFlag, BlankFlag",NA
"140","161114_Smp_8501_D","I167.0204R10.56_HILICNeg",23.47,958498,151818,"80866",0.3,NA,NA,NA,10.87,"RTFlag",520374,"BlankFlag","RTFlag, BlankFlag",NA
"141","161114_Smp_MED4_D","I167.0204R10.56_HILICNeg",21.81,675022,0,"71974",-0.2,NA,NA,NA,10.87,"RTFlag",250931,"BlankFlag","RTFlag, BlankFlag",NA
"142","161114_Smp_MED4_E","I167.0204R10.56_HILICNeg",22.68,797664,0,"94740",-0.3,NA,NA,NA,10.87,"RTFlag",250931,"BlankFlag","RTFlag, BlankFlag",NA
"143","161114_Smp_MED4_F","I167.0204R10.56_HILICNeg",10.22,395988,0,"73325",-0.5,NA,NA,NA,10.87,NA,250931,"BlankFlag","BlankFlag",NA
"144","170821_Smp_1314P_A","I167.0204R10.56_HILICNeg",2.1,192660,0,"26586",-5.5,NA,NA,NA,10.87,"RTFlag",3631,NA,"RTFlag, ",NA
"145","170821_Smp_1314P_B","I167.0204R10.56_HILICNeg",2.05,214963,0,"26630",-5,NA,NA,NA,10.87,"RTFlag",3631,NA,"RTFlag, ",NA
"146","170821_Smp_1314P_C","I167.0204R10.56_HILICNeg",2.05,434257,0,"47987",-5.1,NA,NA,NA,10.87,"RTFlag",3631,NA,"RTFlag, ",NA
"147","170821_Smp_As9601_A","I167.0204R10.56_HILICNeg",2.04,32496,0,"8496",-4.2,NA,NA,"areaminFlag",10.87,"RTFlag",3165,NA,"areaminFlag, RTFlag, ",NA
"148","170821_Smp_As9601_B","I167.0204R10.56_HILICNeg",2.04,1229552,0,"185184",-5.4,NA,NA,NA,10.87,"RTFlag",3165,NA,"RTFlag, ",NA
"149","170821_Smp_As9601_C","I167.0204R10.56_HILICNeg",2.05,403622,0,"48222",-4.9,NA,NA,NA,10.87,"RTFlag",3165,NA,"RTFlag, ",NA
"150","170821_Smp_Nat_A","I167.0204R10.56_HILICNeg",2.04,185365,0,"27475",-5.5,NA,NA,NA,10.87,"RTFlag",0,NA,"RTFlag, ",NA
"151","170821_Smp_Nat_B","I167.0204R10.56_HILICNeg",2.02,284218,0,"40691",-5,NA,NA,NA,10.87,"RTFlag",0,NA,"RTFlag, ",NA
"152","170821_Smp_Nat_C","I167.0204R10.56_HILICNeg",2.03,104842,0,"20091",-4.9,NA,NA,NA,10.87,"RTFlag",0,NA,"RTFlag, ",NA
"153","161114_Smp_7803_B","I130.0864R6.66_HILICNeg",7.97,258838240,0,"8959552",-0.4,NA,NA,NA,7.29,NA,54439,NA,"",258838240
"154","161114_Smp_7803_F","I130.0864R6.66_HILICNeg",7.97,377845408,6943519,"12157918",-0.4,NA,NA,NA,7.29,NA,54439,NA,"",377845408
"155","161114_Smp_8102_A","I130.0864R6.66_HILICNeg",7.97,74136152,0,"2442345",-0.4,NA,NA,NA,7.29,NA,54439,NA,"",74136152
"156","161114_Smp_8102_F","I130.0864R6.66_HILICNeg",7.96,75491672,0,"1972708",-0.4,NA,NA,NA,7.29,NA,54439,NA,"",75491672
"157","161114_Smp_8501_B","I130.0864R6.66_HILICNeg",7.63,11956369,0,"333392",-0.3,NA,NA,NA,7.29,NA,43702,NA,"",11956369
