Org_Type,ID,Org_Name,4-Hydroxyisoleucine_HILIC,Acetyl-L-carnitine_HILIC,Adenine_HILIC,Adenosine_HILIC,Adenosyl Homocysteine_HILIC,Adenosyl Methionine_HILIC,Agmatine_RP,Alanine_HILIC,Allopurinol_RP,Amino Propanesulfonic Acid_HILIC,AMP_HILIC,Arginine_HILIC,Argininosuccinic Acid_HILIC,Arsenobetaine_HILIC,Asparagine_HILIC,Aspartic acid_HILIC,beta-Alanine_HILIC,beta-Glutamic acid_HILIC,Betaine_HILIC,Betonicine_HILIC,Butyryl-L-carnitine_HILIC,Carnitine_HILIC,Choline_HILIC,Citrulline_HILIC,Creatine_HILIC,Cystathionine_HILIC,Cysteic Acid_HILIC,Cytidine_HILIC,Cytosine_HILIC,Deoxyadenosine_HILIC,Dexpanthenol_HILIC,DHPS_HILIC,Dimethylsulfonioacetate (DMS-Ac)_HILIC,DMSP_HILIC,Ectoine_HILIC,Gluconic Acid_HILIC,Glucosylglycerol_HILIC,Glutamic acid_HILIC,Glutamine_HILIC,Glutathione Disulfide_RP,Glycerophosphocholine_HILIC,Gonyol_HILIC,Guanine_HILIC,Guanosine_HILIC,Histidine_HILIC,Homarine_HILIC,Homoserine_HILIC,Inosine_HILIC,Isethionic Acid_HILIC,Kynurenine_RP,L-Pyroglutamic acid_HILIC,Leucine_HILIC,Lysine_HILIC,Malic Acid_HILIC,Methionine Sulfoxide_HILIC,Methionine_HILIC,Methylthioadenosine_RP,N-acetyltaurine_HILIC,N(e)-Acetyl-Lysine_HILIC,NAD_HILIC,Ornithine_HILIC,Phenylalanine_RP,Proline_HILIC,Propionyl-L-carnitine_HILIC,Sarcosine_HILIC,Serine_HILIC,Stachydrine hydrochloride_HILIC,Sucrose_HILIC,Sulfolactic Acid_HILIC,Sulfurol_RP,Taurine_HILIC,Threonine_HILIC,Thymidine_HILIC,Trehalose_HILIC,Trigonelline_HILIC,Trimethylammonium Propionate (TMAP)_HILIC,Tryptophan_RP,Tyrosine_HILIC,UDP-glucosamine_HILIC,Uracil_HILIC,Uridine_HILIC,Vitamin B2_RP,Vitamin B3_HILIC,Vitamin B5_RP
Cyanobacteria,8102,Synechococcus sp. 8102,NA,NA,NA,6481.33293986549,6766.142331104858,262947.7377307033,632.129516658057,17357.165845334624,NA,NA,22768.134628363056,24600.54596495991,381.6675089177106,NA,158.5476214819579,203713.59509784478,NA,NA,146736.0871212689,NA,NA,NA,NA,46650.90531214186,4.64575075193858,NA,25.831247093546402,349.35519774831675,622.2872213513442,375.43700226853076,NA,NA,NA,NA,5.036475066647868,NA,3227035.9863655055,4641197.934742892,323998.37536981725,246188.56859499248,NA,NA,4641.473778271878,2107.599139759581,3717.5985635343145,3103060.7348112166,12322.623950628898,NA,NA,NA,4070.209821745036,NA,8801.546091509003,NA,607.3079528961414,1975.721978275079,16771.743383825677,NA,NA,32283.836827352774,1325.8906914438805,2065.6713198509383,5187.220951470698,NA,2753.2166042675126,35427.4744541644,NA,NA,NA,NA,NA,33373.77100297219,NA,NA,NA,NA,2021.0309916584392,6444.427985625876,4561.847469121305,NA,2042.3538639493818,14.765501057901599,56.15147660230852,71.48697020071602
Cyanobacteria,8501,Crocosphaera watsonii WH8501,552.1721062990586,NA,NA,51.46658838297251,10.006887115292901,7565.787935891958,5.3131859143497175,516.7839636851752,NA,NA,1136.7962246240395,4154.870318501502,30.408233809136664,NA,244.43499232665582,2335.4484916082183,NA,NA,428.320583783452,NA,NA,NA,NA,343.91962601246996,NA,NA,6.748979183348196,111.97888507083094,77.1930233356975,55.10740769505036,NA,NA,NA,6.551248658972108,NA,NA,418.3771730750506,172430.91688724342,712.546985269706,13685.479045852395,0.45688441712873085,NA,486.68203413594216,68.27335461612239,308.1353721540159,NA,55.47532073138022,NA,NA,NA,357.8716831430656,NA,4439.551110053096,NA,30.183846508744825,111.80506817705543,989.0494368146514,NA,357665.9332420511,1598.391276054624,295.8220927931423,365.94907368563395,175.85123333313317,NA,21.827421955239974,1782.0775800223696,9.08823680258743,NA,1333.8581689468665,NA,NA,1119.7185542757404,NA,52746.146918197584,NA,NA,142.84681446078463,1588.8734614576697,949.10487477911,NA,55.542138120404594,4.357950485279244,NA,NA
Cyanobacteria,As9601,Prochlorococcus marinus AS9601,NA,NA,468.0285938423117,156.57481104225417,45.34013455446457,19174.932938955535,311.93189414823047,NA,NA,NA,5248.482251865772,5293.38875982771,400.44442429286994,NA,4129.246448626716,141033.10930074207,NA,NA,NA,NA,NA,NA,NA,20540.842566538307,NA,NA,103.13077639689782,NA,212.3212680993377,16.729514664414907,NA,NA,NA,NA,NA,NA,4802.459589996788,998576.7551305657,23756.732848061878,NA,14.126609246726023,NA,1464.7292198123125,121.92638862542633,NA,NA,1163.8776737998921,NA,NA,NA,NA,NA,4586.132549037398,NA,NA,138.12635698547544,74.04532662300936,NA,46.881921466043195,9153.283414373891,NA,150.0702658785117,677.7411801413668,NA,14949.678886351674,13378.750199947879,NA,340236.1490266321,NA,NA,NA,3965.431268140536,NA,NA,NA,NA,224.5031839102726,4413.366213583931,3083.7945108501676,NA,119.08959802992204,NA,NA,NA
Diatom,Cy,Cyclotella meneghiniana CCMP 338,NA,1924.5221497862926,NA,40.28037909394205,201.7572189656154,7841.102753101544,NA,3454.375252723097,NA,NA,8690.967205746578,49847.39766787089,61.12171091290735,NA,5244.919107683475,28548.98728536256,499.533473695409,NA,24160.990364567733,NA,122.67127999225124,260.20367829421986,NA,928.7277556898142,NA,1084.5864645445408,3036.5618564152815,NA,42.875310061607344,3.959435584957557,106.79326366086528,88665.89301141647,41.181738829924505,31767.813710002425,5.341565447607154,NA,7206.625164716876,128843.18017027157,41049.79460702476,46582.63892901017,28477.689053159193,240.08606346085082,402.03653572778404,530.4402835567741,1847.7743872897713,254409.06415212093,6897.270444893302,17.87862464859331,15294.205722478326,8.16889435663198,1706.6263018210957,NA,40509.7195995665,1659.0818969826555,147.65193205411848,23939.04191542645,4641.359093206886,NA,33.97121882770013,6863.938866494889,49171.846853550465,1262.295888996566,4842.6888404526735,406.863039088355,145.5816066837529,7596.395267080026,14.99072475992202,NA,175.14882394246584,NA,59.16221991336426,9131.08784469696,NA,NA,486.6140351216254,NA,1144.60577807517,2232.263132688344,7116.229383644956,NA,705.5454006866252,NA,23.09327366519278,29.677595159907526
Cyanobacteria,MED4,Prochlorococcus marinus MED4,11286.65519537557,NA,NA,373.5604720149432,2370.5478097010973,110094.29158363598,786.2070221283973,10509.881303527694,NA,NA,18488.234647942616,17356.955252411597,986.7639073804237,NA,11982.082223256817,333586.7253452508,NA,NA,NA,NA,NA,NA,NA,53558.929421270004,12.980143174014575,NA,313.06399963259764,692.4082337301385,544.5126506266803,102.59440906236281,NA,NA,NA,NA,5.410333926397622,NA,70971.75050761674,7892354.374952452,93200.096385024,371041.71903371904,10.730402599765842,NA,4253.327811192465,640.4427667454826,8715.921672783983,NA,4029.917316160216,NA,NA,NA,4183.437098243277,NA,19379.464261459514,NA,926.402231449568,349.8118745669612,6826.899570513887,NA,575.6341808582514,54765.306037463706,9439.708009216662,1950.1864120181149,2566.098937181324,NA,NA,48092.63296189567,NA,280530.5088370129,NA,NA,NA,27084.548170870006,NA,NA,NA,NA,2829.0445027140636,13223.656095284417,9379.694588288647,NA,NA,11.512918119861471,NA,313.0689032277525
Cyanobacteria,Nat,Prochlorococcus marinus NATL2A,17991.71229727545,NA,1847.9362880140015,676.7773356797131,NA,36342.94320347272,1032.3292018671732,NA,NA,NA,51825.516665766496,51108.38919935623,1359.5947653103701,NA,75317.2317372816,2023420.990922357,NA,NA,NA,NA,NA,NA,NA,305752.7649147846,NA,506.277064572228,982.0052974230127,NA,1076.9580995523456,162.85064434862278,NA,NA,NA,NA,NA,NA,21588.758799421033,7339449.966787536,520800.2248887219,200729.88517441953,NA,NA,6558.149772410896,367.46865670144194,NA,NA,5720.347415925387,NA,NA,NA,NA,NA,24857.97775494465,NA,NA,689.8861978509683,157.78300814802472,NA,443.6646833644451,40207.83175441798,NA,2208.8729946498343,5614.523306541643,NA,64060.822466678204,37451.77473867611,NA,1937231.9685414596,NA,NA,NA,19339.905868270744,NA,NA,NA,NA,2335.9718447878818,14728.499808702334,25239.427253873408,NA,NA,NA,NA,579.8972700862093
Diatom,Np,Navicula pelliculosa CCMP543,NA,816.3703442593087,97.51049798792171,294.2323075866129,141.1966324686077,2566.966393757029,NA,4343.523670078069,NA,NA,11567.468346992968,109716.66369249266,909.2561136373184,NA,5163.4843003702,34552.091302396766,NA,NA,NA,NA,22.242272977250675,218.3000435951174,199.05178099577577,6166.125167025442,NA,NA,4.577505961663891,NA,NA,NA,NA,39161.33659040172,NA,1.1726341399932325,NA,NA,21782.29727426195,110422.39222114874,32952.45285457205,31890.95573772804,14348.587229427163,NA,106.81040798598342,797.2007034207185,870.248488847186,NA,148.39302825384817,41.68348727381162,0.7607655836834734,3.834547342468643,22967.890255552007,7481.008127298148,10993.635477840537,1158.794272491704,591.8889880395802,2288.8016246218444,998.5605469271878,NA,34.65316426046418,4982.470286691829,98164.37342929939,1485.4276730944982,110966.92239431402,7.822098439523652,NA,4478.974240565967,NA,877.4358818552038,NA,0.5018915116192343,NA,932.7692520911962,NA,NA,NA,NA,542.401112156243,470.5115153176348,1237.619107006904,NA,1014.9067615653112,14.912279845347829,NA,6.032371016538129
Diatom,Pc55x,Pseudo-nitzschia pungens Pc55x,NA,302.7985705371113,46.59218901991271,41.34567029690396,11.697507420934793,1296.5400926694947,NA,326.63760169612954,7.028500315946751,NA,1961.1589323987268,901.8015013008329,6.9485905135657235,NA,269.80380186060745,3974.631125198726,734.2117757996356,NA,6271.818674619197,3.7466253422290885,13.070659113744572,991.2621855291716,287.34356123892996,87.28853269260867,NA,NA,9.015256094993017,NA,148.38653272394907,0.12354872365979178,NA,419.1845856831513,0.6897896852618141,972.6415443194427,NA,2076.50069955223,41049.17255503379,22425.110152091755,887.2838007910218,416.37172660846454,22860.7534742242,NA,94.42210576982515,73.872956992964,2855.252529544943,21089.08785384482,186.300425281605,31.20292839196986,32982.93743122573,40.13001341403865,NA,NA,14433.962589066183,515.5238544160766,3904.915200684366,422.3091340940351,285.8363289315338,18.72575714535006,437.5072897530748,62.06713315827059,515.9237961871892,3504.5899489339427,158.59175153594487,25.86140325542953,102.92024738742013,569.7592586694543,2.519968258494921,4832.422500893929,388.5037485696854,NA,926.1468526717026,2521.2133722595136,NA,NA,NA,NA,4808.167334549333,14425.968263282417,843.2106354157186,NA,198.36823455145748,2.371847928321195,114.36149292893306,38.07343082736512
Diatom,Pt,Phaeodactylum tricornutum CCMP2561,NA,113.94056995193955,26.117532026861433,16.356704892872102,37.0686620215275,603.3123060615675,0.1422108246348599,1080.5327618184274,NA,NA,910.6181382429049,6668.413505185397,8.558048136069715,NA,913.053803853937,5926.465680239264,161.03705835495816,NA,2689.8061486758834,1.6318484483915825,6.363163476982436,46.11675932297633,543.8855204168883,333.4906401016151,NA,37.85901077438044,0.2675557676487433,NA,6.073418572801777,NA,NA,13676.616928183372,0.035788837518784894,1009.5362239682704,NA,NA,3326.8253836982826,30119.82579913987,7969.457659876025,3612.8494021148363,854.7247737940339,NA,8.34086122981985,31.943563521945748,821.205446751326,NA,NA,3.4769589537553993,0.10776868659155961,NA,NA,NA,8762.570524195042,177.47195960958635,14.595772554315648,41.31745484205287,241.11213878246355,NA,11.34714139712344,457.2918273920967,24440.272689369223,108.54299061698967,4079.4381388690726,25.7768828980673,437.82911263986773,651.8268108823573,0.6946939791806568,160.3704622196881,NA,0.04548483502669125,NA,967.220753382768,NA,NA,382.94742257815085,NA,154.86494197646178,152.12775725700126,40.177540501513086,NA,14.218449356422905,0.4182040666744386,NA,NA
Diatom,To,Thalassiosira oceanica CCMP 1005,NA,1117.2175230087757,NA,168.0258699490938,48.83352715212239,2294.0729687154203,NA,2822.0691240008578,245.13244779461593,NA,1374.7024741431103,NA,56.70194999547079,NA,2735.67302674359,10427.63942661926,NA,NA,3581.6168239145877,NA,9.8892782422304375,431.2487818666008,NA,505.83086568735575,NA,32.23024213758964,52.323818897975904,NA,19.595692879400442,1.2076108772412388,NA,45810.904756806194,0.30830247123412874,441.69121142304465,NA,584.3206416870761,1367.4081117319542,79730.30940599804,47527.538329511226,3201.6249186547348,636.0080375446137,NA,116.3594226462635,459.20822756491754,1074.4283895881554,3840.5112213795783,885.345115403487,NA,NA,6.239443552458168,1358.5001187188182,NA,46899.190321845315,1158.3047271492926,1192.1088786571518,6598.36212158313,383.60049897838314,NA,7.13591943561415,1290.08226512035,255647.06276789488,733.4907483811326,884.6719417412568,53.111374817530994,33.929823670526545,6363.260535351514,2.945583635089902,NA,2400.6827339638485,0.1093990439785758,NA,8316.179803152283,NA,NA,NA,NA,7287.0183308088535,1814.8717581178528,1982.136143293632,NA,237.88108912816784,9.996127289022237,NA,3.670897942097944
Diatom,Tp,Thalassiosira pseudonana CCMP1335,NA,1450.8616426141784,NA,32.79736206012784,138.38376974904546,1225.9816194236084,NA,2139.8788948925867,16.200661391643713,NA,3543.880587470444,20577.801587188103,11.609487095924482,NA,4773.766185209248,33501.46360581252,NA,NA,18413.818774455853,NA,10.362576313099435,712.5433025888121,NA,327.32161981959587,NA,3.2063492753072675,NA,NA,55.228058443111564,6.2055446833724,NA,41017.78801485551,0.5255269188849272,4018.447571571189,NA,NA,2890.35730468826,94627.44158556705,19472.10557391648,23843.241887809367,3062.3524974339507,NA,432.0815140958971,123.5945162827467,512.3626314637415,73499.85194573236,157.50539341209398,NA,0.8793604421757648,10.187902079956396,5407.391138349805,NA,4019.46004352089,NA,204.5435474729622,3826.22628554093,1528.2871528388982,NA,29.814930628216292,3766.1577153078915,3891.6822698656824,982.2966107646239,13797.33826641383,43.7053303662199,184.70748730844025,2396.183452021465,10.97506597824456,NA,NA,0.6076626797049085,NA,9443.922555666602,NA,NA,802.2026436939851,NA,2716.8068362220138,2910.5929687726043,1659.6304281969353,NA,114.06247923021158,NA,NA,60.91759367287212
