MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Adjusted_Area,Run.Cmpd
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,617831,170410,Poo,April11AqExtracts,Half1,990606.1978855073,170410_Poo_April11AqExtracts_Half1 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,382047,170410,Poo,April11AqExtracts,Half2,822667.5395755988,170410_Poo_April11AqExtracts_Half2 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,301371,170410,Poo,April11AqExtracts,Half3,818641.4018758296,170410_Poo_April11AqExtracts_Half3 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1493456,170413,Smp,KM1513-15m,A,1200972.9196449914,170413_Smp_KM1513-15m_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1490818,170413,Smp,KM1513-15m,B,1176443.3621482183,170413_Smp_KM1513-15m_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1141316,170413,Smp,KM1513-15m,C,1102293.0647946538,170413_Smp_KM1513-15m_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,940690,170413,Smp,KM1513-45m,A,735121.4899875338,170413_Smp_KM1513-45m_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,746003,170413,Smp,KM1513-45m,B,581580.9047937129,170413_Smp_KM1513-45m_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,916576,170413,Smp,KM1513-45m,C,763303.7982593069,170413_Smp_KM1513-45m_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1200604,170413,Smp,KM1513-75m,A,909747.0025456861,170413_Smp_KM1513-75m_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1009474,170413,Smp,KM1513-75m,B,1097945.1086534786,170413_Smp_KM1513-75m_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,1470458,170413,Smp,KM1513-75m,C,1218860.7440584202,170413_Smp_KM1513-75m_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,956713,170413,Smp,KM1513-125m,A,654723.882494516,170413_Smp_KM1513-125m_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,491402,170413,Smp,KM1513-125m,B,492573.81289456255,170413_Smp_KM1513-125m_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,462921,170413,Smp,KM1513-125m,C,511920.7391460644,170413_Smp_KM1513-125m_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,75837,170425,Poo,TruePoo,Full1,76670.881793683,170425_Poo_TruePoo_Full1 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,92575,170425,Poo,TruePoo,Full2,93134.08778676573,170425_Poo_TruePoo_Full2 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,116161,170425,Poo,TruePoo,Full3,124843.17564053714,170425_Poo_TruePoo_Full3 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,90520,170425,Poo,TruePoo,Full4,90276.60229245067,170425_Poo_TruePoo_Full4 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,22525,170425,Poo,TruePoo,Half1,26225.499743671324,170425_Poo_TruePoo_Half1 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,NA,170425,Poo,TruePoo,Half2,NA,170425_Poo_TruePoo_Half2 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,23390,170425,Poo,TruePoo,Half3,25571.746069344314,170425_Poo_TruePoo_Half3 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,56240,170425,Poo,TruePoo,Half4,61723.96298850882,170425_Poo_TruePoo_Half4 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,59028,170425,Smp,S11C1,A,69325.12071677927,170425_Smp_S11C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,47471,170425,Smp,S12C1,A,46673.45874841078,170425_Smp_S12C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,292471,170425,Smp,S12C1,B,311660.3872236685,170425_Smp_S12C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,42563,170425,Smp,S13C1,A,43729.01954234681,170425_Smp_S13C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,104684,170425,Smp,S13C1,B,104946.38340519399,170425_Smp_S13C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,24028,170425,Smp,S14C1,A,24445.166230004488,170425_Smp_S14C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,208807,170425,Smp,S14C1,B,210986.5741007284,170425_Smp_S14C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,214483,170425,Smp,S14C1,C,203513.0327902693,170425_Smp_S14C1_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,312195,170425,Smp,S2C1,B,309094.21742268204,170425_Smp_S2C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,150947,170425,Smp,S2C1,C,158784.29023728392,170425_Smp_S2C1_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,90504,170425,Smp,S2C3,A,107321.74718423997,170425_Smp_S2C3_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,99451,170425,Smp,S4C1,A,99902.67009225044,170425_Smp_S4C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,131298,170425,Smp,S4C1,B,156503.8340961363,170425_Smp_S4C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,180534,170425,Smp,S4C1,C,179682.17229387924,170425_Smp_S4C1_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,136325,170425,Smp,S4C2,A,124643.69121969116,170425_Smp_S4C2_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,141147,170425,Smp,S4C2,B,145052.879221366,170425_Smp_S4C2_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,282077,170425,Smp,S6C1,A,271650.5543562214,170425_Smp_S6C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,40337,170425,Smp,S6C1,B,39124.860718905366,170425_Smp_S6C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,306455,170425,Smp,S6C1,C,276493.2847877056,170425_Smp_S6C1_C Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,163708,170425,Smp,S6C2,A,155599.92995796876,170425_Smp_S6C2_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,262596,170425,Smp,S6C2,B,294097.6814463533,170425_Smp_S6C2_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,49875,170425,Smp,S8C1,A,53696.52625381595,170425_Smp_S8C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,27379,170425,Smp,S9C1,A,26222.676173353706,170425_Smp_S9C1_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,41579,170425,Smp,S9C1,B,41958.016118891734,170425_Smp_S9C1_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,13563,170425,Smp,S9C2,A,14833.641579987141,170425_Smp_S9C2_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,91992,170425,Smp,S9C2,B,86219.69011612693,170425_Smp_S9C2_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,137392,170425,Smp,U3,A,129099.79794684502,170425_Smp_U3_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,450788,170425,Smp,U3,B,465849.9062241763,170425_Smp_U3_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,31461,170425,Smp,U4,A,31706.872624482392,170425_Smp_U4_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,137748,170425,Smp,U4,B,130788.9933903905,170425_Smp_U4_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,168143,170425,Smp,U6,A,161161.3658598083,170425_Smp_U6_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,274987,170425,Smp,U6,B,260650.06277189523,170425_Smp_U6_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,342595,170425,Smp,U7,A,330448.531381488,170425_Smp_U7_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,186744,170425,Smp,U7,B,168473.06082911728,170425_Smp_U7_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,67280,170425,Smp,U8,A,69982.36726459736,170425_Smp_U8_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,283664,170425,Smp,U8,B,286750.84515482734,170425_Smp_U8_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,117198,170425,Smp,U9,A,126009.41345108024,170425_Smp_U9_A Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,129935,170425,Smp,U9,B,138534.45705414543,170425_Smp_U9_B Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,30229,180716,Poo,TruePoo10,Full1,30006.678040784424,180716_Poo_TruePoo10_Full1 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,36997,180716,Poo,TruePoo10,Full2,34461.34569118235,180716_Poo_TruePoo10_Full2 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,18434,180716,Poo,TruePoo10,Full3,16596.108051374034,180716_Poo_TruePoo10_Full3 Agmatine
Agmatine,"Indole 3 Acetic Acid, D5",0.3657756063826741,0.36459904666995757,22208,180716,Poo,TruePoo10,Half1,41461.32467996003,180716_Poo_TruePoo10_Half1 Agmatine
