MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Column,Adjusted_Area,Run.Cmpd
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,87971,170410,Smp,KM1513-125m,A,HILICPos,104675.47516806818,170410_Smp_KM1513-125m_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170410,Smp,KM1513-125m,B,HILICPos,NA,170410_Smp_KM1513-125m_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170410,Smp,KM1513-125m,C,HILICPos,NA,170410_Smp_KM1513-125m_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Poo,April1718AqExtracts,1,HILICPos,NA,170419_Poo_April1718AqExtracts_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Poo,April1718AqExtracts,2,HILICPos,NA,170419_Poo_April1718AqExtracts_2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Poo,April1718AqExtracts,3,HILICPos,NA,170419_Poo_April1718AqExtracts_3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,148693,170419,Poo,April21AqExtracts,1,HILICPos,116008.31898007233,170419_Poo_April21AqExtracts_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,259889,170419,Poo,April21AqExtracts,2,HILICPos,143771.92642271204,170419_Poo_April21AqExtracts_2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,180710,170419,Poo,April21AqExtracts,3,HILICPos,120201.96618335374,170419_Poo_April21AqExtracts_3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,219535,170419,Poo,QC,Full1,HILICPos,212630.1096126608,170419_Poo_QC_Full1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,120535,170419,Poo,QC,Full2,HILICPos,119556.25769352887,170419_Poo_QC_Full2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,187014,170419,Poo,QC,Full3,HILICPos,146272.2512168723,170419_Poo_QC_Full3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,152016,170419,Poo,QC,Full4,HILICPos,88618.46024021396,170419_Poo_QC_Full4 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,32119,170419,Poo,QC,Half1,HILICPos,69662.39083077462,170419_Poo_QC_Half1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,54470,170419,Poo,QC,Half2,HILICPos,106130.94345377253,170419_Poo_QC_Half2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,12165,170419,Poo,QC,Half3,HILICPos,38129.49940245357,170419_Poo_QC_Half3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,24706,170419,Poo,QC,Half4,HILICPos,76313.26936384487,170419_Poo_QC_Half4 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,177389,170419,Smp,S11C1,A,HILICPos,129317.79448886654,170419_Smp_S11C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,224748,170419,Smp,S12C1,A,HILICPos,161410.26799939905,170419_Smp_S12C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,11414,170419,Smp,S12C1,B,HILICPos,11064.89236519433,170419_Smp_S12C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,87402,170419,Smp,S13C1,A,HILICPos,55220.34105530114,170419_Smp_S13C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,174473,170419,Smp,S13C1,B,HILICPos,120802.16788361411,170419_Smp_S13C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Smp,S14C1,A,HILICPos,NA,170419_Smp_S14C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Smp,S14C1,B,HILICPos,NA,170419_Smp_S14C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,14974,170419,Smp,S14C1,C,HILICPos,14503.333408803872,170419_Smp_S14C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Smp,S2C1,B,HILICPos,NA,170419_Smp_S2C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,73033,170419,Smp,S2C1,C,HILICPos,46426.826604657574,170419_Smp_S2C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,45044,170419,Smp,S2C3,A,HILICPos,39562.70395671468,170419_Smp_S2C3_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,22069,170419,Smp,S4C1,A,HILICPos,17548.960869779614,170419_Smp_S4C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Smp,S4C1,B,HILICPos,NA,170419_Smp_S4C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,58974,170419,Smp,S4C1,C,HILICPos,51798.28157309434,170419_Smp_S4C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,82948,170419,Smp,S4C2,A,HILICPos,64125.01064999267,170419_Smp_S4C2_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,165383,170419,Smp,S4C2,B,HILICPos,100501.42250696593,170419_Smp_S4C2_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,142629,170419,Smp,S6C1,A,HILICPos,102841.06318735627,170419_Smp_S6C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,294953,170419,Smp,S6C1,B,HILICPos,220674.93978694582,170419_Smp_S6C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,182654,170419,Smp,S6C1,C,HILICPos,126562.61592479295,170419_Smp_S6C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,215101,170419,Smp,S6C2,A,HILICPos,112126.3457333798,170419_Smp_S6C2_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Smp,S6C2,B,HILICPos,NA,170419_Smp_S6C2_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,294570,170419,Smp,S8C1,A,HILICPos,234972.8605038248,170419_Smp_S8C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,293960,170419,Smp,S9C1,A,HILICPos,153370.1285323394,170419_Smp_S9C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,115288,170419,Smp,S9C1,B,HILICPos,103030.22231678154,170419_Smp_S9C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,704637,170419,Smp,S9C2,A,HILICPos,574557.6316202135,170419_Smp_S9C2_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,572060,170419,Smp,S9C2,B,HILICPos,436175.2164220674,170419_Smp_S9C2_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,478958,170419,Smp,U3,A,HILICPos,340917.9786394972,170419_Smp_U3_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,860697,170419,Smp,U3,B,HILICPos,479159.92163697386,170419_Smp_U3_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,350969,170419,Smp,U4,A,HILICPos,244100.4012709409,170419_Smp_U4_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,195658,170419,Smp,U4,B,HILICPos,147888.64939684895,170419_Smp_U4_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,245448,170419,Smp,U6,A,HILICPos,146089.2663503019,170419_Smp_U6_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,140862,170419,Smp,U6,B,HILICPos,83314.66795254704,170419_Smp_U6_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,67382,170419,Smp,U7,A,HILICPos,55891.55233784552,170419_Smp_U7_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,165640,170419,Smp,U7,B,HILICPos,138761.19332988447,170419_Smp_U7_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,113425,170419,Smp,U8,A,HILICPos,95448.88839333634,170419_Smp_U8_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,107755,170419,Smp,U8,B,HILICPos,78812.8810429662,170419_Smp_U8_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,30389,170419,Smp,U9,A,HILICPos,21664.86164708434,170419_Smp_U9_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,170419,Smp,U9,B,HILICPos,NA,170419_Smp_U9_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,89574,180702,Poo,TruePoo,Full1,HILICPos,129098.49734297764,180702_Poo_TruePoo_Full1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,136418,180702,Poo,TruePoo,Full2,HILICPos,238182.97184873614,180702_Poo_TruePoo_Full2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,53996,180702,Poo,TruePoo,Full3,HILICPos,102008.27137677565,180702_Poo_TruePoo_Full3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,16774,180702,Poo,TruePoo,Half1,HILICPos,22531.99602087707,180702_Poo_TruePoo_Half1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,68559,180702,Poo,TruePoo,Half2,HILICPos,293770.15809453285,180702_Poo_TruePoo_Half2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,30476,180702,Poo,TruePoo,Half3,HILICPos,104117.60080262864,180702_Poo_TruePoo_Half3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,968732,180702,Smp,S7E41D30,1,HILICPos,1757169.3406824197,180702_Smp_S7E41D30_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,887023,180702,Smp,S7E41D40,1,HILICPos,1671885.4493870004,180702_Smp_S7E41D40_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D60,1,HILICPos,NA,180702_Smp_S7E41D60_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D80,1,HILICPos,NA,180702_Smp_S7E41D80_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,8355,180702,Smp,S7E41D100,1,HILICPos,14995.040949599561,180702_Smp_S7E41D100_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D120,1,HILICPos,NA,180702_Smp_S7E41D120_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D140,1,HILICPos,NA,180702_Smp_S7E41D140_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D160,1,HILICPos,NA,180702_Smp_S7E41D160_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D180,1,HILICPos,NA,180702_Smp_S7E41D180_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Sulfolactic Acid, 13C3",0.7312625924386191,0.6401346019898256,NA,180702,Smp,S7E41D250,1,HILICPos,NA,180702_Smp_S7E41D250_1 Adenosyl Homocysteine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,2063172,170410,Poo,April11AqExtracts,Full1,HILICPos,1695120.0720385986,170410_Poo_April11AqExtracts_Full1 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1452339,170410,Poo,April11AqExtracts,Full2,HILICPos,1477906.0193283157,170410_Poo_April11AqExtracts_Full2 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,921117,170410,Poo,April11AqExtracts,Full3,HILICPos,1089329.6042426224,170410_Poo_April11AqExtracts_Full3 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,820006,170410,Poo,April11AqExtracts,Half1,HILICPos,1395560.3153318106,170410_Poo_April11AqExtracts_Half1 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,107721,170410,Poo,April11AqExtracts,Half2,HILICPos,223566.87451339228,170410_Poo_April11AqExtracts_Half2 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,359495,170410,Poo,April11AqExtracts,Half3,HILICPos,728674.9629795782,170410_Poo_April11AqExtracts_Half3 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,4009195,170410,Smp,KM1513-15m,A,HILICPos,3079948.85934954,170410_Smp_KM1513-15m_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,4642524,170410,Smp,KM1513-15m,B,HILICPos,3458124.9794623842,170410_Smp_KM1513-15m_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,2541878,170410,Smp,KM1513-15m,C,HILICPos,2445659.458699493,170410_Smp_KM1513-15m_C Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1542081,170410,Smp,KM1513-45m,A,HILICPos,1261407.3197885999,170410_Smp_KM1513-45m_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1993993,170410,Smp,KM1513-45m,B,HILICPos,1569676.973037447,170410_Smp_KM1513-45m_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1609556,170410,Smp,KM1513-45m,C,HILICPos,1349147.2757209272,170410_Smp_KM1513-45m_C Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1007307,170410,Smp,KM1513-75m,A,HILICPos,841682.9261033165,170410_Smp_KM1513-75m_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1140784,170410,Smp,KM1513-75m,B,HILICPos,1288064.6409809417,170410_Smp_KM1513-75m_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1798626,170410,Smp,KM1513-75m,C,HILICPos,2200272.0392771885,170410_Smp_KM1513-75m_C Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,963718,170410,Smp,KM1513-125m,A,HILICPos,800035.5755971358,170410_Smp_KM1513-125m_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,257844,170410,Smp,KM1513-125m,B,HILICPos,317413.4091522041,170410_Smp_KM1513-125m_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,534934,170410,Smp,KM1513-125m,C,HILICPos,680398.8268447139,170410_Smp_KM1513-125m_C Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,812585,170419,Poo,April1718AqExtracts,1,HILICPos,769189.7162733498,170419_Poo_April1718AqExtracts_1 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,424577,170419,Poo,April1718AqExtracts,2,HILICPos,506555.4429272261,170419_Poo_April1718AqExtracts_2 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,745157,170419,Poo,April1718AqExtracts,3,HILICPos,742085.823363447,170419_Poo_April1718AqExtracts_3 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1047541,170419,Poo,April21AqExtracts,1,HILICPos,967549.5105875878,170419_Poo_April21AqExtracts_1 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,1249375,170419,Poo,April21AqExtracts,2,HILICPos,1064759.9976510203,170419_Poo_April21AqExtracts_2 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,953672,170419,Poo,April21AqExtracts,3,HILICPos,927518.4425561216,170419_Poo_April21AqExtracts_3 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,708145,170419,Poo,QC,Full1,HILICPos,782184.171726339,170419_Poo_QC_Full1 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,673842,170419,Poo,QC,Full2,HILICPos,694298.1925710778,170419_Poo_QC_Full2 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,571459,170419,Poo,QC,Full3,HILICPos,579150.9668847295,170419_Poo_QC_Full3 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,958183,170419,Poo,QC,Full4,HILICPos,1018688.0063766871,170419_Poo_QC_Full4 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,50905,170419,Poo,QC,Half1,HILICPos,115032.66670777982,170419_Poo_QC_Half1 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,154319,170419,Poo,QC,Half2,HILICPos,230244.39671985837,170419_Poo_QC_Half2 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,112159,170419,Poo,QC,Half3,HILICPos,197429.2732404961,170419_Poo_QC_Half3 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,49176,170419,Poo,QC,Half4,HILICPos,82939.93188159545,170419_Poo_QC_Half4 Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,777942,170419,Smp,S11C1,A,HILICPos,680716.4431190011,170419_Smp_S11C1_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,2153428,170419,Smp,S12C1,A,HILICPos,1811746.7605401934,170419_Smp_S12C1_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,700031,170419,Smp,S12C1,B,HILICPos,674190.2951782374,170419_Smp_S12C1_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,702057,170419,Smp,S13C1,A,HILICPos,577251.0491260384,170419_Smp_S13C1_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,519905,170419,Smp,S13C1,B,HILICPos,471980.3590107672,170419_Smp_S13C1_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,637275,170419,Smp,S14C1,A,HILICPos,626218.6796267374,170419_Smp_S14C1_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,334766,170419,Smp,S14C1,B,HILICPos,343657.2264404902,170419_Smp_S14C1_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,242503,170419,Smp,S14C1,C,HILICPos,242350.29501311248,170419_Smp_S14C1_C Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,738271,170419,Smp,S2C1,B,HILICPos,597031.369679919,170419_Smp_S2C1_B Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,371982,170419,Smp,S2C1,C,HILICPos,283739.5093037813,170419_Smp_S2C1_C Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,323741,170419,Smp,S2C3,A,HILICPos,298682.29794992245,170419_Smp_S2C3_A Adenosyl Methionine
Adenosyl Methionine,"L-Cysteic Acid, D3",0.6520968816886703,0.5425682911280543,203765,170419,Smp,S4C1,A,HILICPos,209277.41938640102,170419_Smp_S4C1_A Adenosyl Methionine
