BestMatch,MassFeature_Column,Rank,RankPercent,SampID,nmolinEnviroave,nmolCave,nmolNave,percentCave,percentNave,totalCmeasured_nM,totalNmeasured_nM,molFractionC,molFractionN
Cytosine,Cytosine_X_HILICPos,41,0.7191780821917808,KM1513-15m_A,0.016174472825361982,0.06469789130144793,0.04852341847608595,0.001864492544710315,NA,188.47106248363508,188.47106248363508,3.4327758568807157e-4,3.4327758568807157e-4
Dexpanthenol,Dexpanthenol_X_HILICPos,126,0.136986301369863,KM1513-15m_A,6.265271468308728e-4,0.005638744321477855,6.265271468308728e-4,1.6249983635382867e-4,NA,188.47106248363508,188.47106248363508,2.991835588536286e-5,2.991835588536286e-5
DMSP,DMSP_HILICPos_X_HILICPos,7,0.952054794520548,KM1513-15m_A,0.19726604864532715,0.9863302432266358,NA,0.028424502686646563,NA,188.47106248363508,188.47106248363508,0.00523332457635123,0.00523332457635123
Glucosylglycerol,Glucosylglycerol_X_HILICPos,122,0.1643835616438356,KM1513-15m_A,0.16274575499902785,1.4647117949912507,NA,0.04221071455306198,NA,188.47106248363508,188.47106248363508,0.00777154739666431,0.00777154739666431
Glutamine,Glutamine_X_HILICPos,33,0.773972602739726,KM1513-15m_A,0.16065699769652184,0.8032849884826092,0.32131399539304367,0.02314942329921064,NA,188.47106248363508,188.47106248363508,0.0042621131217550085,0.0042621131217550085
Glycerophosphocholine,Glycerophosphocholine_X_HILICPos,15,0.8972602739726028,KM1513-15m_A,0.22603875318564043,1.8083100254851234,0.22603875318564043,0.05211268084971537,NA,188.47106248363508,188.47106248363508,0.009594629550316982,0.009594629550316982
Gonyol,Gonyol_X_HILICPos,6,0.9589041095890412,KM1513-15m_A,6.253792168564566,43.77654517995196,NA,1.2615719072032265,NA,188.47106248363508,188.47106248363508,0.2322719711083131,0.2322719711083131
Histidine,Histidine_X_HILICPos,75,0.48630136986301364,KM1513-15m_A,0.11848826446448688,0.7109295867869212,0.3554647933934606,0.020487884345444414,NA,188.47106248363508,188.47106248363508,0.0037720888152187877,0.0037720888152187877
Homoserine,Homoserine_X_HILICPos,130,0.1095890410958904,KM1513-15m_A,0.003824547849255575,0.0152981913970223,0.003824547849255575,4.408700690784524e-4,NA,188.47106248363508,188.47106248363508,8.11699748249185e-5,8.11699748249185e-5
Choline,I104.1074R10.68_HILICPos_X_HILICPos,40,0.726027397260274,KM1513-15m_A,0.026864091079435493,0.13432045539717746,0.026864091079435493,0.0038709064955958924,NA,188.47106248363508,188.47106248363508,7.126847677682111e-4,7.126847677682111e-4
Proline,I116.0709R8.8_HILICPos_X_HILICPos,32,0.7808219178082192,KM1513-15m_A,0.25542778757609763,1.2771389378804883,0.25542778757609763,0.03680515671125326,NA,188.47106248363508,188.47106248363508,0.006776313143517096,0.006776313143517096
Betaine,I118.0864R7.19_HILICPos_X_HILICPos,1,0.9931506849315068,KM1513-15m_A,2.503780007951219,12.518900039756096,2.503780007951219,0.36077521728403733,NA,188.47106248363508,188.47106248363508,0.06642345978626353,0.06642345978626353
Dimethylsulfonioacetate (DMS-Ac),I121.032R8.27_HILICPos_X_HILICPos,21,0.8561643835616438,KM1513-15m_A,0.0651596771436732,0.2606387085746928,NA,0.007511201976215931,NA,188.47106248363508,188.47106248363508,0.0013829110163653055,0.0013829110163653055
Leucine,I132.102R6.53_HILICPos_X_HILICPos,8,0.9452054794520548,KM1513-15m_A,4.431721381193753,26.590328287162514,4.431721381193753,0.7662918814744241,NA,188.47106248363508,188.47106248363508,0.1410844080611651,0.1410844080611651
Trimethylammonium Propionate (TMAP),I132.102R9.3_HILICPos_X_HILICPos,5,0.9657534246575342,KM1513-15m_A,0.24273270555654736,1.4563962333392841,0.24273270555654736,0.0419710730068958,NA,188.47106248363508,188.47106248363508,0.0077274262379973735,0.0077274262379973735
Homarine,I138.0549R5.35_HILICPos_X_HILICPos,4,0.9726027397260274,KM1513-15m_A,5.433392012846457,38.0337440899252,5.433392012846457,1.0960733167125418,NA,188.47106248363508,188.47106248363508,0.20180150516861264,0.20180150516861264
Trigonelline,I138.055R7.72_HILICPos_X_HILICPos,18,0.8767123287671232,KM1513-15m_A,0.05755684800852205,0.40289793605965435,0.05755684800852205,0.011610891529096667,NA,188.47106248363508,188.47106248363508,0.0021377177522657513,0.0021377177522657513
Ectoine,I143.0816R7.97_HILICPos_X_HILICPos,45,0.6917808219178082,KM1513-15m_A,0.004692188528535661,0.028153131171213968,0.009384377057071323,8.11329428565244e-4,NA,188.47106248363508,188.47106248363508,1.4937641248591413e-4,1.4937641248591413e-4
Stachydrine hydrochloride,I144.1019R6.44_HILICPos_X_HILICPos,9,0.9383561643835616,KM1513-15m_A,0.07413234507045846,0.5189264154932092,0.07413234507045846,0.014954651743320148,NA,188.47106248363508,188.47106248363508,0.0027533479604502547,0.0027533479604502547
Glutamic acid,I148.0605R12.12_HILICPos_X_HILICPos,26,0.821917808219178,KM1513-15m_A,2.4439383490198696,12.219691745099349,2.4439383490198696,0.35215249985877084,NA,188.47106248363508,188.47106248363508,0.0648359041651839,0.0648359041651839
4-Hydroxyisoleucine,I148.0968R8.21_HILICPos_X_HILICPos,29,0.8013698630136986,KM1513-15m_A,0.611366218567019,3.668197311402114,0.611366218567019,0.10571173808075257,NA,188.47106248363508,188.47106248363508,0.019462920530416296,0.019462920530416296
Guanine,I152.0567R8.12_HILICPos_X_HILICPos,12,0.9178082191780822,KM1513-15m_A,1.7511860829667478,8.755930414833738,8.755930414833738,0.2523322886119233,NA,188.47106248363508,188.47106248363508,0.04645769116727941,0.04645769116727941
Betonicine,I160.0969R8.37_HILICPos_X_HILICPos,22,0.8493150684931507,KM1513-15m_A,0.027291879569304605,0.19104315698513225,0.027291879569304605,0.00550556648372139,NA,188.47106248363508,188.47106248363508,0.0010136471587075628,0.0010136471587075628
Arginine,I175.119R17.83_HILICPos_X_HILICPos,44,0.6986301369863014,KM1513-15m_A,0.11304107288446194,0.6782464373067716,0.45216429153784776,0.01954600683881186,NA,188.47106248363508,188.47106248363508,0.0035986767855445377,0.0035986767855445377
Arsenobetaine,I179.0048R7.02_HILICPos_X_HILICPos,42,0.7123287671232876,KM1513-15m_A,0.0061325613856139044,0.03066280692806952,NA,8.836543783305338e-4,NA,188.47106248363508,188.47106248363508,1.6269238642792694e-4,1.6269238642792694e-4
Acetyl-L-carnitine,I204.1232R7.22_HILICPos_X_HILICPos,39,0.7328767123287672,KM1513-15m_A,0.010757847653670103,0.09682062888303093,0.010757847653670103,0.002790219852536915,NA,188.47106248363508,188.47106248363508,5.137161514725257e-4,5.137161514725257e-4
Deoxyadenosine,I252.1092R3.46_HILICPos_X_HILICPos,53,0.636986301369863,KM1513-15m_A,0.010085076907255804,0.10085076907255804,0.05042538453627902,0.0029063622211111828,NA,188.47106248363508,188.47106248363508,5.350994881843726e-4,5.350994881843726e-4
Guanosine,I284.0991R8.89_HILICPos_X_HILICPos,84,0.4246575342465754,KM1513-15m_A,0.03424336224538102,0.3424336224538102,0.1712168112269051,0.009868404105297124,NA,188.47106248363508,188.47106248363508,0.0018169029130588345,0.0018169029130588345
Inosine,Inosine_X_HILICPos,98,0.3287671232876712,KM1513-15m_A,0.015029734089554003,0.15029734089554003,0.06011893635821601,0.004331335472493949,NA,188.47106248363508,188.47106248363508,7.974557946188176e-4,7.974557946188176e-4
Lysine,Lysine_X_HILICPos,102,0.3013698630136986,KM1513-15m_A,0.05584805826599565,0.3350883495959739,0.1116961165319913,0.009656724772218267,NA,188.47106248363508,188.47106248363508,0.0017779299653763537,0.0017779299653763537
Methionine,Methionine_X_HILICPos,87,0.40410958904109584,KM1513-15m_A,0.021052896333005052,0.10526448166502526,0.021052896333005052,0.0030335585494243593,NA,188.47106248363508,188.47106248363508,5.585180041852068e-4,5.585180041852068e-4
Methionine Sulfoxide,Methionine Sulfoxide_X_HILICPos,139,0.047945205479452024,KM1513-15m_A,0.011182956560102295,0.05591478280051147,0.011182956560102295,0.0016113770259513392,NA,188.47106248363508,188.47106248363508,2.9667569155538955e-4,2.9667569155538955e-4
N(e)-Acetyl-Lysine,N(e)-Acetyl-Lysine_X_HILICPos,11,0.9246575342465754,KM1513-15m_A,1.007599110502397,8.060792884019175,2.015198221004794,0.23229950674406846,NA,188.47106248363508,188.47106248363508,0.04276939270037326,0.04276939270037326
Ornithine,Ornithine_X_HILICPos,135,0.07534246575342463,KM1513-15m_A,0.03963429889246282,0.19817149446231408,0.07926859778492563,0.0057109940767237485,NA,188.47106248363508,188.47106248363508,0.0010514690788646734,0.0010514690788646734
Propionyl-L-carnitine,Propionyl-L-carnitine_X_HILICPos,73,0.5,KM1513-15m_A,0.0032659754653270117,0.03265975465327012,0.0032659754653270117,9.412033041288219e-4,NA,188.47106248363508,188.47106248363508,1.7328790013111938e-4,1.7328790013111938e-4
Sarcosine,Sarcosine_X_HILICPos,131,0.10273972602739723,KM1513-15m_A,0.03356133229567983,0.10068399688703948,0.03356133229567983,0.00290155610625474,NA,188.47106248363508,188.47106248363508,5.342146192643333e-4,5.342146192643333e-4
Serine,Serine_X_HILICPos,133,0.08904109589041098,KM1513-15m_A,0.028119224804668712,0.08435767441400613,0.028119224804668712,0.0024310568995390817,NA,188.47106248363508,188.47106248363508,4.4758953073409293e-4,4.4758953073409293e-4
Threonine,Threonine_X_HILICPos,112,0.23287671232876717,KM1513-15m_A,0.09230570582164895,0.3692228232865958,0.09230570582164895,0.01064042718405175,NA,188.47106248363508,188.47106248363508,0.00195904250987419,0.00195904250987419
Tyrosine,Tyrosine_X_HILICPos,72,0.5068493150684932,KM1513-15m_A,0.07099571298708549,0.6389614168837694,0.07099571298708549,0.01841387368541122,NA,188.47106248363508,188.47106248363508,0.0033902361904456836,0.0033902361904456836
Vitamin B3,Vitamin B3_X_HILICPos,51,0.6506849315068493,KM1513-15m_A,0.016452770212873287,0.09871662127723972,0.016452770212873287,0.0028448594028022975,NA,188.47106248363508,188.47106248363508,5.237760108972234e-4,5.237760108972234e-4
Adenosyl Homocysteine,Adenosyl Homocysteine_X_HILICPos,143,0.020547945205479423,KM1513-15m_B,0.002138514260796095,0.029939199651145332,0.01283108556477657,8.628011426843036e-4,NA,208.12215107732246,208.12215107732246,1.4385397948353027e-4,1.4385397948353027e-4
Adenosyl Methionine,Adenosyl Methionine_X_HILICPos,129,0.11643835616438358,KM1513-15m_B,0.003139652458367787,0.047094786875516804,0.01883791475020672,0.0013571984690350664,NA,208.12215107732246,208.12215107732246,2.2628435575807566e-4,2.2628435575807566e-4
Alanine,Alanine_X_HILICPos,97,0.3356164383561644,KM1513-15m_B,0.41661668048409184,1.2498500414522755,0.41661668048409184,0.036018733183062694,NA,208.12215107732246,208.12215107732246,0.0060053676890353,0.0060053676890353
Argininosuccinic Acid,Argininosuccinic Acid_X_HILICPos,144,0.013698630136986356,KM1513-15m_B,0.0010701740330295835,0.010701740330295835,0.004280696132118334,3.08407502314001e-4,NA,208.12215107732246,208.12215107732246,5.1420477228874486e-5,5.1420477228874486e-5
Asparagine,Asparagine_X_HILICPos,112,0.23287671232876717,KM1513-15m_B,0.037898428551693966,0.15159371420677586,0.07579685710338793,0.004368694933912849,NA,208.12215107732246,208.12215107732246,7.28388176953135e-4,7.28388176953135e-4
Aspartic acid,Aspartic acid_X_HILICPos,113,0.226027397260274,KM1513-15m_B,0.07660919331752661,0.30643677327010643,0.07660919331752661,0.008831030929974249,NA,208.12215107732246,208.12215107732246,0.001472389035399974,0.001472389035399974
beta-Alanine,beta-Alanine_X_HILICPos,69,0.5273972602739726,KM1513-15m_B,0.083281736120195,0.249845208360585,0.083281736120195,0.007200150096846829,NA,208.12215107732246,208.12215107732246,0.0012004738902960954,0.0012004738902960954
Butyryl-L-carnitine,Butyryl-L-carnitine_X_HILICPos,109,0.2534246575342466,KM1513-15m_B,1.2367851701444027e-4,0.001360463687158843,1.2367851701444027e-4,3.92064463158168e-5,NA,208.12215107732246,208.12215107732246,6.536851940634601e-6,6.536851940634601e-6
Carnitine,Carnitine_X_HILICPos,27,0.815068493150685,KM1513-15m_B,0.02635923173378181,0.18451462213647268,0.02635923173378181,0.005317424269062614,NA,208.12215107732246,208.12215107732246,8.865688788115639e-4,8.865688788115639e-4
Citrulline,Citrulline_X_HILICPos,82,0.4383561643835616,KM1513-15m_B,0.031942097249916764,0.1916525834995006,0.0958262917497503,0.005523129207478403,NA,208.12215107732246,208.12215107732246,9.208658593399652e-4,9.208658593399652e-4
Creatine,Creatine_X_HILICPos,28,0.8082191780821918,KM1513-15m_B,0.03908906472391843,0.15635625889567373,0.1172671941717553,0.004505944060394056,NA,208.12215107732246,208.12215107732246,7.51271587797416e-4,7.51271587797416e-4
Cystathionine,Cystathionine_X_HILICPos,141,0.03424657534246578,KM1513-15m_B,0.004804434489560076,0.033631041426920534,0.009608868979120153,9.691942774328684e-4,NA,208.12215107732246,208.12215107732246,1.6159280140452605e-4,1.6159280140452605e-4
Cytosine,Cytosine_X_HILICPos,39,0.7328767123287672,KM1513-15m_B,0.01834040652358337,0.07336162609433348,0.05502121957075011,0.0021141678989721464,NA,208.12215107732246,208.12215107732246,3.524931186545244e-4,3.524931186545244e-4
Dexpanthenol,Dexpanthenol_X_HILICPos,128,0.12328767123287676,KM1513-15m_B,5.942992842782896e-4,0.005348693558504606,5.942992842782896e-4,1.5414102474076673e-4,NA,208.12215107732246,208.12215107732246,2.5699780301220487e-5,2.5699780301220487e-5
DMSP,DMSP_HILICPos_X_HILICPos,7,0.952054794520548,KM1513-15m_B,0.2692708022361038,1.346354011180519,NA,0.03879982741154234,NA,208.12215107732246,208.12215107732246,0.006469056773684391,0.006469056773684391
Glucosylglycerol,Glucosylglycerol_X_HILICPos,123,0.15753424657534243,KM1513-15m_B,0.174181760656058,1.567635845904522,NA,0.04517682553038969,NA,208.12215107732246,208.12215107732246,0.007532287350432521,0.007532287350432521
Glutamine,Glutamine_X_HILICPos,34,0.7671232876712328,KM1513-15m_B,0.1649570465713124,0.824785232856562,0.3299140931426248,0.02376902688347441,NA,208.12215107732246,208.12215107732246,0.003962986297168023,0.003962986297168023
Glycerophosphocholine,Glycerophosphocholine_X_HILICPos,16,0.8904109589041096,KM1513-15m_B,0.2396618942183188,1.9172951537465504,0.2396618942183188,0.05525346264399281,NA,208.12215107732246,208.12215107732246,0.009212355070432788,0.009212355070432788
Gonyol,Gonyol_X_HILICPos,6,0.9589041095890412,KM1513-15m_B,7.024050631716067,49.16835442201247,NA,1.4169554588476216,NA,208.12215107732246,208.12215107732246,0.2362475794503259,0.2362475794503259
Histidine,Histidine_X_HILICPos,77,0.4726027397260274,KM1513-15m_B,0.13914364862489553,0.8348618917493732,0.4174309458746866,0.024059420511509312,NA,208.12215107732246,208.12215107732246,0.004011403338990099,0.004011403338990099
Homoserine,Homoserine_X_HILICPos,127,0.13013698630136983,KM1513-15m_B,0.005746432689093612,0.02298573075637445,0.005746432689093612,6.624129900972464e-4,NA,208.12215107732246,208.12215107732246,1.1044346138741708e-4,1.1044346138741708e-4
Choline,I104.1074R10.68_HILICPos_X_HILICPos,52,0.6438356164383562,KM1513-15m_B,0.0205115418304372,0.102557709152186,0.0205115418304372,0.0029555535778727953,NA,208.12215107732246,208.12215107732246,4.927765190841378e-4,4.927765190841378e-4
Proline,I116.0709R8.8_HILICPos_X_HILICPos,31,0.7876712328767124,KM1513-15m_B,0.2912919617198625,1.4564598085993126,0.2912919617198625,0.04197290514695425,NA,208.12215107732246,208.12215107732246,0.006998100879988513,0.006998100879988513
Betaine,I118.0864R7.19_HILICPos_X_HILICPos,1,0.9931506849315068,KM1513-15m_B,2.6572831926103966,13.286415963051983,2.6572831926103966,0.3828938317882416,NA,208.12215107732246,208.12215107732246,0.06383950912613696,0.06383950912613696
Dimethylsulfonioacetate (DMS-Ac),I121.032R8.27_HILICPos_X_HILICPos,19,0.8698630136986302,KM1513-15m_B,0.07822201470401503,0.31288805881606013,NA,0.009016946939944096,NA,208.12215107732246,208.12215107732246,0.0015033866274994179,0.0015033866274994179
Leucine,I132.102R6.53_HILICPos_X_HILICPos,8,0.9452054794520548,KM1513-15m_B,4.957140228772687,29.74284137263612,4.957140228772687,0.8571424026696288,NA,208.12215107732246,208.12215107732246,0.14291050336869682,0.14291050336869682
Trimethylammonium Propionate (TMAP),I132.102R9.3_HILICPos_X_HILICPos,5,0.9657534246575342,KM1513-15m_B,0.278078927767671,1.6684735666060262,0.278078927767671,0.048082811717752916,NA,208.12215107732246,208.12215107732246,0.0080167995476183,0.0080167995476183
Homarine,I138.0549R5.35_HILICPos_X_HILICPos,4,0.9726027397260274,KM1513-15m_B,5.367892316056107,37.57524621239275,5.367892316056107,1.0828601213946036,NA,208.12215107732246,208.12215107732246,0.18054419492537643,0.18054419492537643
Trigonelline,I138.055R7.72_HILICPos_X_HILICPos,17,0.8835616438356164,KM1513-15m_B,0.061471399611729365,0.43029979728210555,0.061471399611729365,0.01240057052686183,NA,208.12215107732246,208.12215107732246,0.002067534834974095,0.002067534834974095
Ectoine,I143.0816R7.97_HILICPos_X_HILICPos,43,0.7054794520547945,KM1513-15m_B,0.005528203746682605,0.03316922248009563,0.01105640749336521,9.558853740661565e-4,NA,208.12215107732246,208.12215107732246,1.5937382113532188e-4,1.5937382113532188e-4
Stachydrine hydrochloride,I144.1019R6.44_HILICPos_X_HILICPos,11,0.9246575342465754,KM1513-15m_B,0.07974190214288049,0.5581933150001634,0.07974190214288049,0.016086262680119985,NA,208.12215107732246,208.12215107732246,0.0026820466351646587,0.0026820466351646587
Glutamic acid,I148.0605R12.12_HILICPos_X_HILICPos,25,0.8287671232876712,KM1513-15m_B,3.343874023289851,16.719370116449255,3.343874023289851,0.481826228139748,NA,208.12215107732246,208.12215107732246,0.08033440952778545,0.08033440952778545
4-Hydroxyisoleucine,I148.0968R8.21_HILICPos_X_HILICPos,30,0.7945205479452055,KM1513-15m_B,0.6782978694018655,4.069787216411193,0.6782978694018655,0.1172849341905243,NA,208.12215107732246,208.12215107732246,0.01955480084817674,0.01955480084817674
Guanine,I152.0567R8.12_HILICPos_X_HILICPos,12,0.9178082191780822,KM1513-15m_B,1.8468644080550936,9.234322040275467,9.234322040275467,0.2661187907860365,NA,208.12215107732246,208.12215107732246,0.04436972226394437,0.04436972226394437
Betonicine,I160.0969R8.37_HILICPos_X_HILICPos,23,0.8424657534246576,KM1513-15m_B,0.028303651467144152,0.19812556027000908,0.028303651467144152,0.005709670324784123,NA,208.12215107732246,208.12215107732246,9.519676749660376e-4,9.519676749660376e-4
Arginine,I175.119R17.83_HILICPos_X_HILICPos,47,0.678082191780822,KM1513-15m_B,0.10773212735546184,0.646392764132771,0.43092850942184735,0.018628033548494842,NA,208.12215107732246,208.12215107732246,0.0031058335731530104,0.0031058335731530104
Arsenobetaine,I179.0048R7.02_HILICPos_X_HILICPos,40,0.726027397260274,KM1513-15m_B,0.006029645558659046,0.03014822779329523,NA,8.688250084523121e-4,NA,208.12215107732246,208.12215107732246,1.4485833265337733e-4,1.4485833265337733e-4
Acetyl-L-carnitine,I204.1232R7.22_HILICPos_X_HILICPos,38,0.7397260273972603,KM1513-15m_B,0.011303961044686872,0.10173564940218184,0.011303961044686872,0.002931863095163742,NA,208.12215107732246,208.12215107732246,4.888266283793336e-4,4.888266283793336e-4
Deoxyadenosine,I252.1092R3.46_HILICPos_X_HILICPos,58,0.6027397260273972,KM1513-15m_B,0.010175519974936407,0.10175519974936406,0.05087759987468203,0.002932426505745362,NA,208.12215107732246,208.12215107732246,4.889205652672671e-4,4.889205652672671e-4
Guanosine,I284.0991R8.89_HILICPos_X_HILICPos,89,0.3904109589041096,KM1513-15m_B,0.0350630099464717,0.350630099464717,0.1753150497323585,0.010104613817427003,NA,208.12215107732246,208.12215107732246,0.0016847322481039003,0.0016847322481039003
Inosine,Inosine_X_HILICPos,101,0.3082191780821918,KM1513-15m_B,0.013072470828920792,0.13072470828920793,0.05228988331568317,0.003767282659631353,NA,208.12215107732246,208.12215107732246,6.28115304461948e-4,6.28115304461948e-4
Lysine,Lysine_X_HILICPos,103,0.29452054794520544,KM1513-15m_B,0.05546250791909338,0.3327750475145603,0.11092501583818676,0.009590059006183293,NA,208.12215107732246,208.12215107732246,0.001598941034349228,0.001598941034349228
Methionine,Methionine_X_HILICPos,84,0.4246575342465754,KM1513-15m_B,0.03156592217701394,0.1578296108850697,0.03156592217701394,0.004548403771904026,NA,208.12215107732246,208.12215107732246,7.583508534198849e-4,7.583508534198849e-4
Methionine Sulfoxide,Methionine Sulfoxide_X_HILICPos,139,0.047945205479452024,KM1513-15m_B,0.011163275451730993,0.055816377258654966,0.011163275451730993,0.0016085411313733417,NA,208.12215107732246,208.12215107732246,2.681904687690731e-4,2.681904687690731e-4
N(e)-Acetyl-Lysine,N(e)-Acetyl-Lysine_X_HILICPos,9,0.9383561643835616,KM1513-15m_B,1.206698185658508,9.653585485268064,2.413396371317016,0.2782013108146416,NA,208.12215107732246,208.12215107732246,0.046384228854532264,0.046384228854532264
Ornithine,Ornithine_X_HILICPos,137,0.06164383561643838,KM1513-15m_B,0.04076308900628366,0.20381544503141832,0.08152617801256733,0.005873643949032228,NA,208.12215107732246,208.12215107732246,9.793068348390073e-4,9.793068348390073e-4
Propionyl-L-carnitine,Propionyl-L-carnitine_X_HILICPos,81,0.4452054794520548,KM1513-15m_B,0.002764582503136633,0.02764582503136633,0.002764582503136633,7.967096550826031e-4,NA,208.12215107732246,208.12215107732246,1.328346112523853e-4,1.328346112523853e-4
Sarcosine,Sarcosine_X_HILICPos,136,0.06849315068493156,KM1513-15m_B,0.026540637844084704,0.07962191353225412,0.026540637844084704,0.002294579640698966,NA,208.12215107732246,208.12215107732246,3.825729895645401e-4,3.825729895645401e-4
Serine,Serine_X_HILICPos,134,0.0821917808219178,KM1513-15m_B,0.031411401941895685,0.09423420582568706,0.031411401941895685,0.002715683165005391,NA,208.12215107732246,208.12215107732246,4.5278316285841556e-4,4.5278316285841556e-4
Threonine,Threonine_X_HILICPos,114,0.2191780821917808,KM1513-15m_B,0.09693585141313803,0.3877434056525521,0.09693585141313803,0.011174161546183057,NA,208.12215107732246,208.12215107732246,0.0018630568809972368,0.0018630568809972368
Tyrosine,Tyrosine_X_HILICPos,74,0.4931506849315068,KM1513-15m_B,0.07633906996394973,0.6870516296755476,0.07633906996394973,0.019799758780275144,NA,208.12215107732246,208.12215107732246,0.00330119415986764,0.00330119415986764
Vitamin B3,Vitamin B3_X_HILICPos,59,0.595890410958904,KM1513-15m_B,0.015712710135923177,0.09427626081553905,0.015712710135923177,0.0027168951243671195,NA,208.12215107732246,208.12215107732246,4.5298523164174446e-4,4.5298523164174446e-4
Adenosyl Homocysteine,Adenosyl Homocysteine_X_HILICPos,144,0.013698630136986356,KM1513-15m_C,6.914168860296285e-4,0.0096798364044148,0.004148501316177771,2.789578214528761e-4,NA,209.7505655671338,209.7505655671338,4.6149274392857944e-5,4.6149274392857944e-5
Adenosyl Methionine,Adenosyl Methionine_X_HILICPos,132,0.09589041095890416,KM1513-15m_C,0.002220428925339197,0.03330643388008796,0.013322573552035182,9.598395930861083e-4,NA,209.7505655671338,209.7505655671338,1.5879067496210272e-4,1.5879067496210272e-4
Alanine,Alanine_X_HILICPos,106,0.273972602739726,KM1513-15m_C,0.42857330129047966,1.2857199038714389,0.42857330129047966,0.037052446797447805,NA,209.7505655671338,209.7505655671338,0.006129756553433106,0.006129756553433106
Argininosuccinic Acid,Argininosuccinic Acid_X_HILICPos,143,0.020547945205479423,KM1513-15m_C,0.0015678179146731248,0.01567817914673125,0.006271271658692499,4.518207246896614e-4,NA,209.7505655671338,209.7505655671338,7.474677889110727e-5,7.474677889110727e-5
Asparagine,Asparagine_X_HILICPos,115,0.21232876712328763,KM1513-15m_C,0.030591274512379148,0.12236509804951659,0.061182549024758295,0.003526371701715175,NA,209.7505655671338,209.7505655671338,5.83383876551941e-4,5.83383876551941e-4
Aspartic acid,Aspartic acid_X_HILICPos,123,0.15753424657534243,KM1513-15m_C,0.05352119391983705,0.2140847756793482,0.05352119391983705,0.006169590077214646,NA,209.7505655671338,209.7505655671338,0.0010206636396926766,0.0010206636396926766
beta-Alanine,beta-Alanine_X_HILICPos,74,0.4931506849315068,KM1513-15m_C,0.0629661872495232,0.18889856174856962,0.0629661872495232,0.0054437625864141095,NA,209.7505655671338,209.7505655671338,9.005866622472101e-4,9.005866622472101e-4
