"","MassFeature_Column","Identification","nmolEnviromed","nmolEnviromin","nmolEnviromax","nmolCmed","nmolCmin","nmolCmax","percentCmed","percentCmin","percentCmax","molFractionmed","molFractionmin","molFractionmax"
"34","DHPS_X_HILIC","DHPS",0.0682376347176673,0.00125770752012847,4.34428083638945,0.204712904153002,0.0037731225603854,13.0328425091684,0.00667490963486539,0.00244025953442409,0.0286412523239732,0.00190934562719317,9.15798531003092e-05,0.0172226952119095
"35","Asparagine_X_HILIC","Asparagine",0.0463095322756683,0.00186036704974691,0.391898974897982,0.185238129102673,0.00744146819898764,1.56759589959193,0.00610958109281104,0.00246504001636502,0.0140617069648105,0.00166940713381585,0.000247924637388829,0.002930320767726
"36","Sarcosine_X_HILIC","Sarcosine",0.0561169392926489,0.00706737331574936,1.43212614218003,0.168350817877947,0.0212021199472481,4.2963784265401,0.00532355441455057,0.000704389367018208,0.0302350744484984,0.00166455010424562,0.000282166836165149,0.0066518854160046
"37","I284.0991R8.89_HILIC_X_HILIC","Guanosine",0.0199916449194455,0.000583760190665704,0.116485942144818,0.199916449194455,0.00583760190665704,1.16485942144817,0.00610643521690075,0.00205760146901429,0.0222495711836683,0.00164867129256276,0.000194489218690094,0.00627401705245998
"38","Uridine_X_HILIC","Uridine",0.0229465678507797,0.0038780771511302,0.1642374007764,0.206519110657017,0.0349026943601718,1.4781366069876,0.00595086817727162,0.00266354041716578,0.0374544078622102,0.00159843882211979,0.000651034587346887,0.00847299893570434
"39","Inosine_X_HILIC","Inosine",0.0125508744989844,0.00477569774744314,0.180706125268604,0.125508744989844,0.0477569774744314,1.80706125268604,0.00426022027842884,0.00238676897339626,0.0329852010201161,0.00121713543330844,0.000448530949954507,0.00651098056660755
"40","Ornithine_X_HILIC","Ornithine",0.0339057505415889,0.00363083364878514,0.210904512131304,0.169528752707944,0.0181541682439257,1.05452256065652,0.00480805234893335,0.000994502104733649,0.0341524301241094,0.00121614718238709,0.000272972629942148,0.0100306102920169
"41","Cytidine_X_HILIC","Cytidine",0.0180559266699429,0.000812209073435076,0.0879555304966591,0.162503340029486,0.00730988166091568,0.791599774469932,0.00450615187784252,0.000550909240629862,0.0183833795078432,0.00110039781673382,0.000147805567932702,0.00415871893042959
"42","Carnitine_X_HILIC","Carnitine",0.0233885488470444,0.00278369618825654,0.223334766508776,0.163719841929311,0.0194858733177957,1.56334336556143,0.00412780659209447,0.00127981976108585,0.0193920678072439,0.00109399439781882,0.000443808544763472,0.00702923686680286
"43","Methionine_X_HILIC","Methionine",0.0184678305371482,0,0.737317191843582,0.0923391526857412,0,3.68658595921791,0.00293240972081111,0,0.012559283140614,0.00097832466813281,0,0.00429489507794452
"44","Cytosine_X_HILIC","Cytosine",0.0302429673002929,0.00688298781745858,0.299870552597767,0.120971869201172,0.0275319512698343,1.19948221039107,0.00316575856727889,0.00106087062806142,0.0102895652279269,0.00097360969562432,0.000348725741641526,0.00454404307397672
"45","Citrulline_X_HILIC","Citrulline",0.0180305394557599,0.00185258978722299,0.0827771709248826,0.108183236734559,0.011115538723338,0.496663025549296,0.00369715485820956,0.00141909546416846,0.0176630330268361,0.000920004992822712,0.000179585729205324,0.00409127373502935
"46","Adenosyl Methionine_X_HILIC","Adenosyl Methionine",0.00748608474434998,4.86550133762483e-05,0.129673918669464,0.11229127116525,0.000729825200643725,1.94510878004196,0.00289872684257186,0.000296697186416305,0.0355050522057892,0.000899116646428318,1.61781664086086e-05,0.00923722656517243
"47","Glycerophosphocholine_X_HILIC","Glycerophosphocholine",0.0125140707029665,0.00144615571964864,1.12308675788102,0.100112565623732,0.0115692457571891,8.9846940630482,0.00286929469192245,0.000218739235300028,0.0214470287220077,0.000897706231466171,6.85016881749951e-05,0.0104672232616025
"48","I143.0816R7.97_HILIC_X_HILIC","Ectoine",0.0216574709060638,0.00217149963029925,0.440510648428186,0.129944825436383,0.0130289977817955,2.64306389056912,0.00299920187861993,0.000375475440397565,0.0321433545521016,0.000825895417388613,0.00010194425125354,0.00865417523518435
"49","NAD_X_HILIC","NAD",0.00502671790593463,0.000496634774051201,0.0271275064342031,0.105561076024627,0.0104293302550752,0.569677635118266,0.00259069240012908,0.000388434118494497,0.0145339097334725,0.000809490999704193,9.25145162348166e-05,0.00533958416228487
"50","I144.1019R6.44_HILIC_X_HILIC","Stachydrine hydrochloride",0.0149171826964591,0.00242469343419587,0.0643177542977191,0.104420278875213,0.0169728540393711,0.450224280084034,0.00239426764111377,0.00134705190788659,0.00671955057056254,0.000690208915821592,0.000333722706899107,0.00185221398891573
"51","Thymidine_X_HILIC","Thymidine",0.00867978293360745,0.0014255444695248,0.172934074625409,0.0867978293360745,0.014255444695248,1.72934074625409,0.00247581162855224,0.000595503795071702,0.0617200924243281,0.000659634771621278,0.000192920853324992,0.0159110717065979
"52","Methionine Sulfoxide_X_HILIC","Methionine Sulfoxide",0.0212290989358169,0.00112733299891945,0.0922509542697434,0.106145494679085,0.00563666499459725,0.461254771348717,0.00231185958554147,0.000274959268029134,0.00841951612420993,0.000646260482034891,8.79271013364627e-05,0.00300605513496846
"53","I160.0969R8.37_HILIC_X_HILIC","Betonicine",0.0119868629787959,0.00174825795571074,0.0802168408179883,0.083908040851571,0.0122378056899752,0.561517885725918,0.00222143124525353,0.000854328592100896,0.00972947009080836,0.000628132836674185,0.000316413497411859,0.00325166607859082
"54","Vitamin B3_X_HILIC","Vitamin B3",0.0121162049492272,0.000620617003598129,0.113717443096871,0.072697229695363,0.00372370202158877,0.682304658581226,0.00257505624291246,0.000612168386932861,0.0154397129659256,0.000622008886125858,0.000127667602263679,0.00212285235567272
"55","I252.1092R3.46_HILIC_X_HILIC","Deoxyadenosine",0.00700629997368564,0.000499289931409897,0.124738864797965,0.0700629997368564,0.00499289931409897,1.24738864797965,0.002862394280072,0.000451324628138314,0.0393805698023284,0.000619996171022094,0.000122028964606469,0.0129893250543031
"56","Gluconic Acid_X_HILIC","Gluconic Acid",0.0147065184350872,0.000572538204658919,0.0906715667939644,0.0882391106105232,0.00343522922795351,0.544029400763786,0.00200910619143553,0.000375006864725076,0.0176252648594237,0.000574937387460851,7.52113180500768e-05,0.00209387915248288
"57","Amino Propanesulfonic Acid_X_HILIC","Amino Propanesulfonic Acid",0.020930858924049,0.00102016666373067,0.590431889255312,0.0627925767721469,0.003060499991192,1.77129566776594,0.00184604777073118,0.00019026255654377,0.0126172789097359,0.000558673556108801,4.34205067555478e-05,0.00312584277324863
"58","Cysteic Acid_X_HILIC","Cysteic Acid",0.0145079494132937,0.00109208219514498,0.0406502772913328,0.043523848239881,0.00327624658543495,0.121950831873998,0.00125152059487125,0.000164933291605844,0.00241938940375739,0.000340926187380174,6.37612562734906e-05,0.000601053550347428
"59","Cystathionine_X_HILIC","Cystathionine",0.00645021175694587,0.000138785843899903,0.056206798648456,0.0451514822986211,0.000971500907299324,0.393447590539192,0.00126779919410972,7.71032466110574e-05,0.00829875473927013,0.000333515163076009,2.49584851592205e-05,0.00146934453741182
"60","I204.1232R7.22_HILIC_X_HILIC","Acetyl-L-carnitine",0.00330085669996189,0.00140558612376008,0.0615378265544957,0.029707710299657,0.0126502751138407,0.553840438990462,0.000993279737630424,0.000485586416326984,0.00648327484176987,0.000318416573735428,0.000132941136360598,0.000913181199207466
"61","Sulfolactic Acid_X_HILIC","Sulfolactic Acid",0.0131863139098346,0,0.0487981991066575,0.0395589417295037,0,0.146394597319973,0.00119281151707096,0.000471414850964292,0.00254494109687946,0.000315351735624679,0,0.000560011656022458
"62","Creatine_X_HILIC","Creatine",0.00905817862113513,0.00104603695931605,0.375640558796163,0.0362327144845405,0.00418414783726419,1.50256223518465,0.00105427913707506,0.000174787666712528,0.0107105394019341,0.000284639110406399,7.60839009152911e-05,0.00454680992741102
"63","Homoserine_X_HILIC","Homoserine",0.00844874187366425,0.00145651179027748,0.0820102659447896,0.033794967494657,0.00582604716110992,0.328041063779158,0.000975732439235481,0.000374566093938528,0.0037934932935873,0.000280602923580781,7.85689803210314e-05,0.000851059924230891
"64","Uracil_X_HILIC","Uracil",0.0146248365261005,0.00447827083698515,0.0538194840274649,0.0584993461044021,0.0179130833479406,0.21527793610986,0.00112223364873775,0.000528207946322003,0.00790142574845974,0.000273224444589076,0.000133362515342709,0.0018420965497109
"65","N(e)-Acetyl-Lysine_X_HILIC","N(e)-Acetyl-Lysine",0.00354847024281718,0.000679777976646961,0.54253560745148,0.0283877619425374,0.00543822381317569,4.34028485961184,0.000762722023305367,0.000146647530692512,0.125080255320226,0.000251222914801477,1.52046057854316e-05,0.0329043920713392
"66","I179.0048R7.02_HILIC_X_HILIC","Arsenobetaine",0.00406498590436441,0.00139844090265903,0.0117239553282693,0.0203249295218221,0.00699220451329515,0.0586197766413464,0.000591322061634558,0.000146396825222533,0.00465236322550368,0.000160798582049402,8.14596081044686e-06,0.00220596242903124
"67","Adenosyl Homocysteine_X_HILIC","Adenosyl Homocysteine",0.00121992002214113,6.64203597632268e-05,0.0166350280441733,0.0170788803099758,0.000929885036685176,0.232890392618427,0.000421277659160403,2.79230975366818e-05,0.00252409777018005,0.000144785552073793,7.57882339804164e-06,0.000423398212233837
"68","Dexpanthenol_X_HILIC","Dexpanthenol",0.00221626085092551,0.000216842172509172,0.152174614103941,0.0199463476583295,0.00195157955258255,1.36957152693547,0.000567980984824628,9.52658907790315e-05,0.00245697721156371,0.000140035148208335,1.00445883042585e-05,0.029401847461353
"69","Propionyl-L-carnitine_X_HILIC","Propionyl-L-carnitine",0.00115851237369942,0.000431748260696964,0.0117536840228333,0.0115851237369942,0.00431748260696964,0.117536840228333,0.00031516210547628,0.000171846324656318,0.00142769626016964,9.42717012185995e-05,3.65308431885371e-05,0.000353701782228318
"70","I298.0971R2.1_CyanoAq_X_RP","Methylthioadenosine",0.000583870709207011,3.13182891375509e-05,0.00163062550966239,0.00642257780127713,0.00034450118051306,0.0179368806062863,0.00020569452197515,5.35725527700497e-05,0.000681185096290818,5.34814173511249e-05,7.20183546367852e-06,0.000200064891803987
"71","I377.1459R4.24_CyanoAq_X_RP","Vitamin B2",0.000493431258864197,0,0.00398340466108131,0.00838833140069135,0,0.0677178792383823,0.0002559909018426,7.40077471314859e-06,0.00127950645703131,4.92977007683558e-05,0,0.000364733392952979
"72","Argininosuccinic Acid_X_HILIC","Argininosuccinic Acid",0.000569226386793839,6.71867432000142e-05,0.00589249133508913,0.00569226386793839,0.000671867432000142,0.0589249133508913,0.000132022166826008,3.13528554913575e-05,0.0011428785522166,3.77107935044785e-05,8.89735904706018e-06,0.00028855521677806
"73","Butyryl-L-carnitine_X_HILIC","Butyryl-L-carnitine",0.000116710041068414,6.16742013200957e-05,0.00144701209703027,0.00128381045175256,0.000678416214521053,0.015917133067333,3.60014450826662e-05,1.50382055547272e-05,0.000115296411553711,1.19533327198504e-05,5.73370135091048e-06,3.14584627173289e-05
"74","Vitamin B5_X_RP","Vitamin B5",0.000168713969350103,2.60501504424748e-05,0.00111702338525846,0.00151842572415093,0.000234451353982273,0.0100532104673262,3.54603540281236e-05,1.32228529366671e-05,6.66403934103828e-05,1.08628310868575e-05,3.5751894587738e-06,5.64736314356675e-05
"75","N-acetyltaurine_X_HILIC","N-acetyltaurine",0.000313926589273813,1.7265208626506e-05,0.00618391166047721,0.00125570635709525,6.90608345060238e-05,0.0247356466419088,3.12239167221926e-05,2.49190758827658e-06,0.000347526360999869,9.45177116839672e-06,8.64129398580129e-07,0.0001276770178982
"76","Kynurenine_X_RP","Kynurenine",5.89653291213996e-05,1.4718101522634e-05,0.00049920256595365,0.000589653291213996,0.00014718101522634,0.0049920256595365,1.73116534573876e-05,2.86363305129858e-06,7.74238531064487e-05,5.91904339197086e-06,8.96792466420587e-07,3.03331386903039e-05
"77","Sulfurol_X_RP","Sulfurol",7.79437539732825e-06,3.07772257152069e-07,7.19563920603399e-05,4.67662523839695e-05,1.84663354291241e-06,0.000431738352362039,1.01658155985366e-06,3.37075340046804e-08,1.82134336518109e-05,2.80639252464693e-07,1.05560531029998e-08,5.84351607043953e-06
"78","Agmatine_X_RP","Agmatine",NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf
"79","Allopurinol_X_RP","Allopurinol",NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf
"80","Glutathione Disulfide_X_RP","Glutathione Disulfide",NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf
"81","I132.102R9.3_HILIC_X_HILIC","Trimethylammonium Propionate (TMAP)",NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf,NA,Inf,-Inf
