Date,ID,replicate,Precursor.Ion.Name,MassFeature_Column,QC_area,ID_rep,PresAbs,LogArea,CultureID_short,Org_Name,Org_Type,Org_Type_Specific,BioVol_perFilter_uL,Species,strain,biovolArea,LogBioArea,Column,z,Vol_recon_uL,RP_stdVolpersmpVol,Identification,RFmax,RFmin,RF,RFFlag,RFratio,intracell_conc_umolL
170821,1314P,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,1314P_A,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,1314,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,1314P,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,1314P_B,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,1314,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,1314P,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,1314P_C,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,1314,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,As9601,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,As9601_A,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,AS9601,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,As9601,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,As9601_B,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,AS9601,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,As9601,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,As9601_C,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,AS9601,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,Nat,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,Nat_A,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,NATL2A,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,Nat,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,Nat_B,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,NATL2A,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
170821,Nat,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,Nat_C,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,NATL2A,NA,0,HILIC,-1,400,3,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347369,NA
161114,7803,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,375414592,7803_B,1,8.574511149217447,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,7803,170277673.3553467,8.231157707421016,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,3025.852265523489
161114,7803,F,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,502233056,7803_F,1,8.700905293733216,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,7803,229405583.57085434,8.360603984116691,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,4076.561483918183
161114,8102,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,90953504,8102_A,1,7.9588194349943455,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,8102,128465401.1299435,8.108786177304577,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,2282.8437656604715
161114,8102,F,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,96458512,8102_F,1,7.984340558071313,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,8102,127786699.16803561,8.106485652112347,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,2270.78316001214
161114,8501,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,36235936,8501_B,1,7.559139483934549,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,8501,9763787.912346704,6.9896183371628196,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,173.50354390273597
161114,8501,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,22710598,8501_C,1,7.3562285699168255,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,8501,4244153.047942127,6.627791036557831,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,75.4190485592565
161114,8501,D,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,18223718,8501_D,1,7.260636986366749,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,8501,5183777.526466304,6.714646354532804,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,92.11627492521936
161114,MED4,D,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,29999912,MED4_D,1,7.477119980787314,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,MED4,76749016.13804506,7.885072816871612,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,1363.838134394561
161114,MED4,E,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,39346840,MED4_E,1,7.594909859295596,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,MED4,113555271.09206828,8.055207298424243,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,2017.8891778666632
161114,MED4,F,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,48127268,MED4_F,1,7.682391209148785,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,MED4,121819369.58246385,8.085716347689079,HILIC,-1,400,1.5,AMP,30991128,10110965,17083681,NA,1.3176149846728253,2164.7430821215603
170821,1314P,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4025648,1314P_A,1,6.604835797790357,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,1314,12639397.174254317,7.101726361118988,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,747.734431290467
170821,1314P,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,3423154,1314P_B,1,6.534426437509413,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,1314,9820282.288140455,6.9921239719437365,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,580.9583392783732
170821,1314P,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,3192700,1314P_C,1,6.504158112255195,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,1314,10071291.126462888,7.0030851501121445,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,595.8077777748714
170821,As9601,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,3681502,As9601_A,1,6.566025040746098,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,AS9601,8134903.716478738,6.910352417057826,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,481.2529838396188
170821,As9601,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4763850,As9601_B,1,6.677958078335955,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,AS9601,9772276.189582236,6.989995732750488,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,578.1183452257278
170821,As9601,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4067503,As9601_C,1,6.609327881924315,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,AS9601,8708279.661128514,6.939932367697337,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,515.173346494385
170821,Nat,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4142169,Nat_A,1,6.617227814081855,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,NATL2A,65865503.23230276,7.818658014313524,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,3896.5390455001593
170821,Nat,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,5292904,Nat_B,1,6.723694017050335,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,NATL2A,97287087.58386177,7.98805520241422,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,5755.409384128041
170821,Nat,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,5473798,Nat_C,1,6.738288766566244,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,NATL2A,99658613.86611621,7.998514842352564,HILIC,-1,400,3,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728253,5895.706570101749
161114,7803,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,10202672,7803_B,1,7.008713924986228,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,7803,4627649.769585254,6.665360483189799,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,191.50118995176206
161114,7803,F,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,13076347,7803_F,1,7.116486436700751,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,7803,5972898.39581963,6.776185127084226,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,247.17020673821276
161114,8102,A,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4546104,8102_A,1,6.657639366740796,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,8102,6421050.847457628,6.807606109051027,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,265.7156308825658
161114,8102,F,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4942752,8102_F,1,6.6939688205086245,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,8102,6548079.063112713,6.816113914549659,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,270.9723066611172
161114,8501,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4092867,8501_B,1,6.612027632232718,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,8501,1102824.702567162,6.042506485460988,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,45.6370411256808
161114,8501,C,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,8515255,8501_C,1,6.930197657986779,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,8501,1591329.5397265381,6.201760124627784,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,65.8523258319814
161114,8501,D,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4757355,8501_D,1,6.677365560246595,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,8501,1353240.317613678,6.13137492841265,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,55.9997285915925
161114,MED4,D,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4450667,MED4_D,1,6.648425101478075,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,MED4,11386177.179721879,7.056377937562374,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,471.1822604314671
161114,MED4,E,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4623965,MED4_E,1,6.665014538136436,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,MED4,13344797.170375956,7.125311977265084,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,552.2337828130281
161114,MED4,F,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,6031983,MED4_F,1,6.7804601088868175,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,MED4,15268108.848234206,7.183785247427112,HILIC,-1,400,1.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,631.824178218207
170821,1314P,A,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,227045,1314P_A,1,5.356111942280502,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,1314,712857.1428571428,5.853002505609133,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,78.52778654922976
170821,1314P,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,348161,1314P_B,1,5.541780121079408,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,1314,998797.9803775317,5.999477655513731,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,110.02680606457317
170821,1314P,C,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,295596,1314P_C,1,5.4706985528970735,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,1314,932450.0804391028,5.969625590754023,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,102.71797318471702
170821,As9601,A,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,798285,As9601_A,1,5.902157968832078,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,AS9601,1763946.2407759738,6.246485345143808,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,194.31494131458987
170821,As9601,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,732947,As9601_B,1,5.865072571585559,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,AS9601,1503523.519070863,6.177110226000092,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,165.6269775233276
170821,As9601,C,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,781266,As9601_C,1,5.892798924612044,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,AS9601,1672643.589379339,6.223403410385066,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,184.25711248858272
170821,Nat,A,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,819542,Nat_A,1,5.913571215259586,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,NATL2A,13031710.258564504,7.115001415491255,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,1435.5630322428312
170821,Nat,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,738870,Nat_B,1,5.868568033456918,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,NATL2A,13580920.87124345,7.132929218820802,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,1496.0636447360514
170821,Nat,C,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,759065,Nat_C,1,5.880278966847569,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,NATL2A,13819904.52228663,7.1405050426338885,HILIC,-1,400,3,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,1522.3898972340714
161114,7803,B,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,7803_B,0,0,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,7803,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,7803,F,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,7803_F,0,0,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,7803,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,8102,A,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,8102_A,0,0,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,8102,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,8102,F,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,8102_F,0,0,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,8102,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,8501,B,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,8501_B,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,8501,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,8501,C,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,8501_C,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,8501,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,8501,D,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,8501_D,0,0,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,8501,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,MED4,D,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,MED4_D,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,MED4,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,MED4,E,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,MED4_E,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,MED4,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
161114,MED4,F,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,MED4_F,0,0,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,MED4,NA,0,HILIC,-1,400,1.5,Amino Propanesulfonic Acid,23368588,17092338,21132724.666666668,NA,0.9510270675044261,NA
170821,1314P,A,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,1314P_A,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,1314,NA,0,HILIC,-1,400,3,Amino Propanesulfonic Acid,10155842,6017930,8086886,NA,0.9510270675044261,NA
170821,1314P,B,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,1314P_B,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,1314,NA,0,HILIC,-1,400,3,Amino Propanesulfonic Acid,10155842,6017930,8086886,NA,0.9510270675044261,NA
170821,1314P,C,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,1314P_C,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,1314,NA,0,HILIC,-1,400,3,Amino Propanesulfonic Acid,10155842,6017930,8086886,NA,0.9510270675044261,NA
170821,As9601,A,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,As9601_A,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,AS9601,NA,0,HILIC,-1,400,3,Amino Propanesulfonic Acid,10155842,6017930,8086886,NA,0.9510270675044261,NA
170821,As9601,B,Amino Propanesulfonic Acid,Amino Propanesulfonic Acid_X_HILICNeg,NA,As9601_B,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,AS9601,NA,0,HILIC,-1,400,3,Amino Propanesulfonic Acid,10155842,6017930,8086886,NA,0.9510270675044261,NA
