MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Date,Adjusted_Area,Run.Cmpd
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,43335,170413,Smp,KM1513-75m,B,170413,66473.82390467972,170413_Smp_KM1513-75m_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,43184,170413,Smp,KM1513-75m,C,170413,39818.71344243011,170413_Smp_KM1513-75m_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,11631,170413,Smp,KM1513-125m,A,170413,8886.581676784665,170413_Smp_KM1513-125m_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,9429,170413,Smp,KM1513-125m,B,170413,13296.601271571904,170413_Smp_KM1513-125m_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,12794,170413,Smp,KM1513-125m,C,170413,19699.085170523274,170413_Smp_KM1513-125m_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,28533,170425,Poo,TruePoo,Full1,170425,22365.165377455196,170425_Poo_TruePoo_Full1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,26303,170425,Poo,TruePoo,Full2,170425,26424.026524340432,170425_Poo_TruePoo_Full2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,8494,170425,Poo,TruePoo,Full3,170425,14700.114263509418,170425_Poo_TruePoo_Full3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,7969,170425,Poo,TruePoo,Full4,170425,15598.510030370608,170425_Poo_TruePoo_Full4 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,31401,170425,Poo,TruePoo,Half1,170425,22826.219525407323,170425_Poo_TruePoo_Half1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,20170,170425,Poo,TruePoo,Half2,170425,15891.708139276374,170425_Poo_TruePoo_Half2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,16409,170425,Poo,TruePoo,Half3,170425,16595.368253351666,170425_Poo_TruePoo_Half3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,11828,170425,Poo,TruePoo,Half4,170425,18508.71371572372,170425_Poo_TruePoo_Half4 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,14991,170425,Smp,S11C1,A,170425,20653.606786557582,170425_Smp_S11C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,91496,170425,Smp,S12C1,A,170425,67792.68665158181,170425_Smp_S12C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,17010,170425,Smp,S12C1,B,170425,13973.787526340957,170425_Smp_S12C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,11126,170425,Smp,S13C1,A,170425,14950.410369552621,170425_Smp_S13C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,54213,170425,Smp,S13C1,B,170425,50109.71054604232,170425_Smp_S13C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,170425,Smp,S14C1,A,170425,NA,170425_Smp_S14C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,170425,Smp,S14C1,B,170425,NA,170425_Smp_S14C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,5621,170425,Smp,S14C1,C,170425,7757.593218994372,170425_Smp_S14C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,20364,170425,Smp,S2C1,B,170425,16713.221204081576,170425_Smp_S2C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,22547,170425,Smp,S2C1,C,170425,21335.545058569773,170425_Smp_S2C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,14069,170425,Smp,S2C3,A,170425,14689.764272644628,170425_Smp_S2C3_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,8615,170425,Smp,S4C1,A,170425,7016.625915693516,170425_Smp_S4C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,170425,Smp,S4C1,B,170425,NA,170425_Smp_S4C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,3053,170425,Smp,S4C1,C,170425,4280.592112705417,170425_Smp_S4C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,19325,170425,Smp,S4C2,A,170425,30837.924743859236,170425_Smp_S4C2_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,41039,170425,Smp,S4C2,B,170425,32335.205794616777,170425_Smp_S4C2_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,35324,170425,Smp,S6C1,A,170425,32453.154260418065,170425_Smp_S6C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,21062,170425,Smp,S6C1,B,170425,31797.381732177102,170425_Smp_S6C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,27919,170425,Smp,S6C1,C,170425,47653.93554561733,170425_Smp_S6C1_C Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,62683,170425,Smp,S6C2,A,170425,44605.058180940796,170425_Smp_S6C2_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,3989,170425,Smp,S6C2,B,170425,3085.75532444399,170425_Smp_S6C2_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,24797,170425,Smp,S8C1,A,170425,35708.14567551669,170425_Smp_S8C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,82649,170425,Smp,S9C1,A,170425,62020.84303477743,170425_Smp_S9C1_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,29850,170425,Smp,S9C1,B,170425,27084.846554306943,170425_Smp_S9C1_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,55095,170425,Smp,S9C2,A,170425,91186.28606469322,170425_Smp_S9C2_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,44029,170425,Smp,S9C2,B,170425,77358.46676205598,170425_Smp_S9C2_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,77407,170425,Smp,U3,A,170425,95804.94589574942,170425_Smp_U3_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,108016,170425,Smp,U3,B,170425,148556.10775092142,170425_Smp_U3_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,100174,170425,Smp,U4,A,170425,73430.44391830578,170425_Smp_U4_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,70516,170425,Smp,U4,B,170425,61827.32154578199,170425_Smp_U4_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,48596,170425,Smp,U6,A,170425,35804.99314028702,170425_Smp_U6_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,31055,170425,Smp,U6,B,170425,29159.458924465685,170425_Smp_U6_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,32234,170425,Smp,U7,A,170425,33039.448351871935,170425_Smp_U7_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,11923,170425,Smp,U7,B,170425,21160.46918837515,170425_Smp_U7_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,20092,170425,Smp,U8,A,170425,16140.990353357069,170425_Smp_U8_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,38334,170425,Smp,U8,B,170425,33725.85989493619,170425_Smp_U8_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,15217,170425,Smp,U9,A,170425,17892.291950538474,170425_Smp_U9_A Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,3083,170425,Smp,U9,B,170425,2764.660011182529,170425_Smp_U9_B Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,83324,180716,Poo,TruePoo10,Full1,180716,85084.23994030422,180716_Poo_TruePoo10_Full1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,99879,180716,Poo,TruePoo10,Full2,180716,93285.91384298168,180716_Poo_TruePoo10_Full2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,78194,180716,Poo,TruePoo10,Full3,180716,71806.6127945641,180716_Poo_TruePoo10_Full3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,50024,180716,Poo,TruePoo10,Half1,180716,90738.48743453012,180716_Poo_TruePoo10_Half1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,60812,180716,Poo,TruePoo10,Half2,180716,87300.14486557836,180716_Poo_TruePoo10_Half2 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,63036,180716,Poo,TruePoo10,Half3,180716,104220.6255641135,180716_Poo_TruePoo10_Half3 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,543162,180716,Smp,S7E41D30,1,180716,664310.9391272387,180716_Smp_S7E41D30_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,404529,180716,Smp,S7E41D40,1,180716,421419.0518888141,180716_Smp_S7E41D40_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,15410,180716,Smp,S7E41D60,1,180716,17610.71589444494,180716_Smp_S7E41D60_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,180716,Smp,S7E41D80,1,180716,NA,180716_Smp_S7E41D80_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,180716,Smp,S7E41D100,1,180716,NA,180716_Smp_S7E41D100_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,180716,Smp,S7E41D120,1,180716,NA,180716_Smp_S7E41D120_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,180716,Smp,S7E41D140,1,180716,NA,180716_Smp_S7E41D140_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,3885,180716,Smp,S7E41D160,1,180716,3501.7684066907987,180716_Smp_S7E41D160_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,5352,180716,Smp,S7E41D180,1,180716,4368.369143361936,180716_Smp_S7E41D180_1 Adenosyl Homocysteine
Adenosyl Homocysteine,"Pyridoxal, D3",0.3428358540972951,0.22164843969051762,NA,180716,Smp,S7E41D250,1,180716,NA,180716_Smp_S7E41D250_1 Adenosyl Homocysteine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1204642,170410,Poo,April11AqExtracts,Full1,170410,1204642,170410_Poo_April11AqExtracts_Full1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,997682,170410,Poo,April11AqExtracts,Full2,170410,997682,170410_Poo_April11AqExtracts_Full2 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,548147,170410,Poo,April11AqExtracts,Full3,170410,548147,170410_Poo_April11AqExtracts_Full3 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,617831,170410,Poo,April11AqExtracts,Half1,170410,1235662,170410_Poo_April11AqExtracts_Half1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,382047,170410,Poo,April11AqExtracts,Half2,170410,764094,170410_Poo_April11AqExtracts_Half2 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,301371,170410,Poo,April11AqExtracts,Half3,170410,602742,170410_Poo_April11AqExtracts_Half3 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1493456,170413,Smp,KM1513-15m,A,170413,1493456,170413_Smp_KM1513-15m_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1490818,170413,Smp,KM1513-15m,B,170413,1490818,170413_Smp_KM1513-15m_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1141316,170413,Smp,KM1513-15m,C,170413,1141316,170413_Smp_KM1513-15m_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,940690,170413,Smp,KM1513-45m,A,170413,940690,170413_Smp_KM1513-45m_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,746003,170413,Smp,KM1513-45m,B,170413,746003,170413_Smp_KM1513-45m_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,916576,170413,Smp,KM1513-45m,C,170413,916576,170413_Smp_KM1513-45m_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1200604,170413,Smp,KM1513-75m,A,170413,1200604,170413_Smp_KM1513-75m_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1009474,170413,Smp,KM1513-75m,B,170413,1009474,170413_Smp_KM1513-75m_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,1470458,170413,Smp,KM1513-75m,C,170413,1470458,170413_Smp_KM1513-75m_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,956713,170413,Smp,KM1513-125m,A,170413,956713,170413_Smp_KM1513-125m_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,491402,170413,Smp,KM1513-125m,B,170413,491402,170413_Smp_KM1513-125m_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,462921,170413,Smp,KM1513-125m,C,170413,462921,170413_Smp_KM1513-125m_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,75837,170425,Poo,TruePoo,Full1,170425,75837,170425_Poo_TruePoo_Full1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,92575,170425,Poo,TruePoo,Full2,170425,92575,170425_Poo_TruePoo_Full2 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,116161,170425,Poo,TruePoo,Full3,170425,116161,170425_Poo_TruePoo_Full3 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,90520,170425,Poo,TruePoo,Full4,170425,90520,170425_Poo_TruePoo_Full4 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,22525,170425,Poo,TruePoo,Half1,170425,45050,170425_Poo_TruePoo_Half1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,NA,170425,Poo,TruePoo,Half2,170425,NA,170425_Poo_TruePoo_Half2 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,23390,170425,Poo,TruePoo,Half3,170425,46780,170425_Poo_TruePoo_Half3 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,56240,170425,Poo,TruePoo,Half4,170425,112480,170425_Poo_TruePoo_Half4 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,59028,170425,Smp,S11C1,A,170425,59028,170425_Smp_S11C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,47471,170425,Smp,S12C1,A,170425,47471,170425_Smp_S12C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,292471,170425,Smp,S12C1,B,170425,292471,170425_Smp_S12C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,42563,170425,Smp,S13C1,A,170425,42563,170425_Smp_S13C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,104684,170425,Smp,S13C1,B,170425,104684,170425_Smp_S13C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,24028,170425,Smp,S14C1,A,170425,24028,170425_Smp_S14C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,208807,170425,Smp,S14C1,B,170425,208807,170425_Smp_S14C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,214483,170425,Smp,S14C1,C,170425,214483,170425_Smp_S14C1_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,312195,170425,Smp,S2C1,B,170425,312195,170425_Smp_S2C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,150947,170425,Smp,S2C1,C,170425,150947,170425_Smp_S2C1_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,90504,170425,Smp,S2C3,A,170425,90504,170425_Smp_S2C3_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,99451,170425,Smp,S4C1,A,170425,99451,170425_Smp_S4C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,131298,170425,Smp,S4C1,B,170425,131298,170425_Smp_S4C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,180534,170425,Smp,S4C1,C,170425,180534,170425_Smp_S4C1_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,136325,170425,Smp,S4C2,A,170425,136325,170425_Smp_S4C2_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,141147,170425,Smp,S4C2,B,170425,141147,170425_Smp_S4C2_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,282077,170425,Smp,S6C1,A,170425,282077,170425_Smp_S6C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,40337,170425,Smp,S6C1,B,170425,40337,170425_Smp_S6C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,306455,170425,Smp,S6C1,C,170425,306455,170425_Smp_S6C1_C Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,163708,170425,Smp,S6C2,A,170425,163708,170425_Smp_S6C2_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,262596,170425,Smp,S6C2,B,170425,262596,170425_Smp_S6C2_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,49875,170425,Smp,S8C1,A,170425,49875,170425_Smp_S8C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,27379,170425,Smp,S9C1,A,170425,27379,170425_Smp_S9C1_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,41579,170425,Smp,S9C1,B,170425,41579,170425_Smp_S9C1_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,13563,170425,Smp,S9C2,A,170425,13563,170425_Smp_S9C2_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,91992,170425,Smp,S9C2,B,170425,91992,170425_Smp_S9C2_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,137392,170425,Smp,U3,A,170425,137392,170425_Smp_U3_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,450788,170425,Smp,U3,B,170425,450788,170425_Smp_U3_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,31461,170425,Smp,U4,A,170425,31461,170425_Smp_U4_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,137748,170425,Smp,U4,B,170425,137748,170425_Smp_U4_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,168143,170425,Smp,U6,A,170425,168143,170425_Smp_U6_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,274987,170425,Smp,U6,B,170425,274987,170425_Smp_U6_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,342595,170425,Smp,U7,A,170425,342595,170425_Smp_U7_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,186744,170425,Smp,U7,B,170425,186744,170425_Smp_U7_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,67280,170425,Smp,U8,A,170425,67280,170425_Smp_U8_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,283664,170425,Smp,U8,B,170425,283664,170425_Smp_U8_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,117198,170425,Smp,U9,A,170425,117198,170425_Smp_U9_A Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,129935,170425,Smp,U9,B,170425,129935,170425_Smp_U9_B Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,30229,180716,Poo,TruePoo10,Full1,180716,30229,180716_Poo_TruePoo10_Full1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,36997,180716,Poo,TruePoo10,Full2,180716,36997,180716_Poo_TruePoo10_Full2 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,18434,180716,Poo,TruePoo10,Full3,180716,18434,180716_Poo_TruePoo10_Full3 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,22208,180716,Poo,TruePoo10,Half1,180716,44416,180716_Poo_TruePoo10_Half1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,30111,180716,Poo,TruePoo10,Half2,180716,60222,180716_Poo_TruePoo10_Half2 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,12539,180716,Poo,TruePoo10,Half3,180716,25078,180716_Poo_TruePoo10_Half3 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,37855,180716,Smp,S7E41D30,1,180716,37855,180716_Smp_S7E41D30_1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,NA,180716,Smp,S7E41D40,1,180716,NA,180716_Smp_S7E41D40_1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,12235,180716,Smp,S7E41D60,1,180716,12235,180716_Smp_S7E41D60_1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,35103,180716,Smp,S7E41D80,1,180716,35103,180716_Smp_S7E41D80_1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,NA,180716,Smp,S7E41D100,1,180716,NA,180716_Smp_S7E41D100_1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,NA,180716,Smp,S7E41D120,1,180716,NA,180716_Smp_S7E41D120_1 Agmatine
Agmatine,Inj_vol,0.36577560638267403,0.36577560638267403,15687,180716,Smp,S7E41D140,1,180716,15687,180716_Smp_S7E41D140_1 Agmatine
